Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,5,Hard,11,6,5,54.5%,2,1,1,50.0%,2022,2026,R64,11,0.95,6.8%,4.1%,59.0%,69.4%,47.8%,60.5%,37.4%,57.8%,50.0%
Roland Garros,4,Clay,6,2,4,33.3%,1,0,1,0.0%,2022,2025,R64,6,1.02,5.4%,4.4%,68.7%,67.1%,50.0%,61.7%,39.2%,48.8%,30.5%
Wimbledon,4,Grass,8,4,4,50.0%,3,1,2,33.3%,2022,2025,R128,8,0.92,7.2%,4.1%,59.2%,69.3%,54.1%,63.1%,34.0%,67.6%,33.3%
US Open,4,Hard,4,0,4,0.0%,0,0,0,-,2021,2025,R128,4,0.56,3.9%,5.2%,53.7%,61.3%,43.0%,52.8%,26.6%,50.0%,28.6%
Davis Cup,2,,2,1,1,50.0%,0,0,0,-,2022,2024,,2,0.81,5.7%,6.5%,58.5%,75.0%,39.2%,60.2%,32.1%,44.4%,50.0%
Indian Wells Masters,2,Hard,5,2,3,40.0%,4,2,2,50.0%,2024,2026,R64,5,0.86,5.5%,7.8%,60.3%,63.5%,47.2%,57.0%,36.9%,59.1%,45.2%
Rome Masters,3,Clay,9,6,3,66.7%,4,3,1,75.0%,2023,2025,R32,9,0.98,2.3%,4.0%,63.4%,64.4%,47.9%,58.3%,40.9%,55.6%,52.4%
Madrid Masters,2,Clay,4,2,2,50.0%,1,1,0,100.0%,2024,2025,R128,4,0.87,2.6%,5.5%,64.5%,64.0%,45.1%,57.3%,37.2%,61.9%,37.9%
Marrakech,3,Clay,8,5,3,62.5%,1,0,1,0.0%,2022,2025,QF,8,1.05,2.6%,4.6%,64.9%,59.2%,48.1%,55.3%,46.8%,55.3%,50.0%
Kitzbuhel,2,Clay,6,4,2,66.7%,2,0,2,0.0%,2022,2024,R32,6,1.04,4.9%,6.2%,61.2%,69.9%,46.9%,61.0%,40.6%,48.8%,50.0%
Gstaad,3,Clay,8,5,3,62.5%,1,1,0,100.0%,2021,2024,SF,8,1.06,4.2%,4.0%,54.5%,69.8%,52.7%,62.0%,40.3%,42.4%,48.0%
