Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,17,6,11,35.3%,16-29,35.6%,192-234,45.1%,1-4,20.0%,17,70.3%,20.8%,6.0%,6.6%,59.5%,69.3%,42.5%,58.5%,35.7%,47.4%,0.86
Clay,33,16,17,48.5%,36-40,47.4%,350-358,49.4%,1-5,16.7%,32,72.6%,27.6%,4.4%,4.1%,61.8%,66.7%,49.3%,60.0%,39.6%,49.8%,0.99
Grass,2,0,2,0.0%,2-6,25.0%,27-44,38.0%,0-1,0.0%,2,73.5%,5.6%,7.8%,6.1%,52.7%,68.2%,47.4%,58.4%,28.2%,44.3%,0.68
Grand Slams,8,2,6,25.0%,11-22,33.3%,129-167,43.6%,0-3,0.0%,8,72.7%,16.7%,7.9%,5.0%,59.8%,69.9%,43.5%,59.3%,34.1%,46.9%,0.84
Masters,9,3,6,33.3%,7-13,35.0%,87-109,44.4%,1-2,33.3%,9,70.1%,18.8%,4.0%,6.7%,59.0%,64.6%,46.7%,57.2%,36.0%,47.0%,0.84
Other Tours,33,16,17,48.5%,35-37,48.6%,338-339,49.9%,1-5,16.7%,32,71.9%,29.2%,4.3%,4.6%,61.2%,67.2%,48.6%,60.0%,39.9%,50.0%,1.00
Best of 5,8,2,6,25.0%,11-22,33.3%,129-167,43.6%,0-3,0.0%,8,72.7%,16.7%,7.9%,5.0%,59.8%,69.9%,43.5%,59.3%,34.1%,46.9%,0.84
Best of 3,44,20,24,45.5%,43-53,44.8%,440-469,48.4%,2-7,22.2%,43,71.6%,26.3%,4.3%,5.1%,60.6%,66.9%,47.8%,59.4%,38.8%,49.2%,0.95
Semi-finals,2,0,2,0.0%,1-4,20.0%,21-30,41.2%,0-2,0.0%,2,79.2%,8.0%,5.7%,2.8%,59.7%,72.4%,43.7%,60.8%,27.7%,45.7%,0.71
Quarter-finals,4,2,2,50.0%,4-4,50.0%,38-34,52.8%,0-0,-,4,74.3%,32.4%,5.2%,4.7%,60.9%,70.4%,45.1%,60.5%,43.0%,51.2%,1.09
vs Righties,47,19,28,40.4%,46-68,40.4%,496-567,46.7%,2-9,18.2%,46,70.7%,23.9%,5.1%,5.1%,60.2%,66.8%,46.5%,58.7%,37.6%,48.4%,0.91
vs Lefties,5,3,2,60.0%,8-7,53.3%,73-69,51.4%,0-1,0.0%,5,80.0%,23.9%,6.0%,5.3%,61.9%,74.8%,49.1%,65.0%,37.6%,50.7%,1.07
vs Top 10,6,1,5,16.7%,3-14,17.6%,55-94,36.9%,0-2,0.0%,6,64.9%,9.6%,4.5%,6.3%,55.1%,62.5%,46.9%,55.5%,27.8%,42.9%,0.63
