Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,11,4,7,36.4%,11-19,36.7%,129-157,45.1%,1-3,25.0%,11,72.1%,19.0%,5.5%,6.5%,59.8%,67.7%,44.5%,58.4%,35.3%,47.4%,0.85
Clay,22,12,10,54.5%,27-25,51.9%,253-247,50.6%,1-4,20.0%,21,76.2%,26.4%,4.8%,3.9%,62.9%,67.4%,50.3%,61.1%,39.2%,50.2%,1.01
Grass,1,0,1,0.0%,2-3,40.0%,22-26,45.8%,0-1,0.0%,1,87.0%,8.3%,10.1%,6.7%,51.0%,77.6%,52.1%,65.1%,32.3%,48.2%,0.92
Grand Slams,6,2,4,33.3%,9-16,36.0%,105-125,45.7%,0-3,0.0%,6,77.5%,16.4%,8.3%,4.5%,61.1%,71.4%,47.1%,62.0%,35.2%,48.2%,0.93
Masters,8,3,5,37.5%,7-11,38.9%,81-97,45.5%,1-2,33.3%,8,70.5%,20.7%,3.8%,6.6%,58.5%,64.1%,47.1%,57.1%,37.0%,47.5%,0.86
Other Tours,20,11,9,55.0%,24-20,54.5%,218-208,51.2%,1-3,25.0%,19,76.4%,27.2%,4.5%,4.5%,62.4%,67.9%,49.5%,61.0%,39.1%,50.4%,1.00
Best of 5,6,2,4,33.3%,9-16,36.0%,105-125,45.7%,0-3,0.0%,6,77.5%,16.4%,8.3%,4.5%,61.1%,71.4%,47.1%,62.0%,35.2%,48.2%,0.93
Best of 3,28,14,14,50.0%,31-31,50.0%,299-305,49.5%,2-5,28.6%,27,74.7%,25.3%,4.3%,5.1%,61.3%,66.8%,48.8%,59.8%,38.5%,49.5%,0.96
Semi-finals,1,0,1,0.0%,1-2,33.3%,18-18,50.0%,0-2,0.0%,1,100.0%,5.9%,6.8%,2.5%,63.6%,78.7%,51.2%,68.6%,28.0%,49.3%,0.89
Quarter-finals,3,1,2,33.3%,2-4,33.3%,26-33,44.1%,0-0,-,3,69.0%,20.0%,5.5%,5.0%,63.7%,68.0%,38.4%,57.2%,38.4%,47.6%,0.90
vs Righties,31,14,17,45.2%,35-43,44.9%,357-389,47.9%,2-7,22.2%,30,73.9%,23.1%,5.2%,4.9%,60.8%,67.1%,47.9%,59.5%,37.7%,48.9%,0.93
vs Lefties,3,2,1,66.7%,5-4,55.6%,47-41,53.4%,0-1,0.0%,3,88.4%,20.5%,6.8%,5.7%,65.2%,76.2%,53.3%,68.2%,36.5%,51.6%,1.15
vs Top 10,4,0,4,0.0%,1-10,9.1%,36-65,35.6%,0-2,0.0%,4,66.0%,6.1%,4.7%,6.7%,56.9%,61.3%,48.3%,55.7%,25.7%,42.1%,0.58
