Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,1,Hard,3,2,1,66.7%,0,0,0,-,1991,1991,R32,3,1.19,2.6%,5.7%,58.9%,75.0%,43.1%,61.9%,45.3%,57.1%,50.0%
Roland Garros,4,Clay,11,7,4,63.6%,2,1,1,50.0%,1987,1990,QF,0,,,,,,,,,,
Wimbledon,1,Grass,2,1,1,50.0%,1,1,0,100.0%,1988,1988,R64,0,,,,,,,,,,
US Open,6,Hard,19,13,6,68.4%,5,3,2,60.0%,1985,1990,QF,0,,,,,,,,,,
Davis Cup,2,,2,2,0,100.0%,1,0,1,0.0%,1988,1990,,0,,,,,,,,,,
Indianapolis,4,Hard,12,8,4,66.7%,2,2,0,100.0%,1987,1990,F,0,,,,,,,,,,
Washington,4,Hard,10,6,4,60.0%,1,0,1,0.0%,1986,1989,QF,0,,,,,,,,,,
Boston,4,Clay,7,3,4,42.9%,1,1,0,100.0%,1985,1989,QF,0,,,,,,,,,,
Buenos Aires,3,Clay,13,11,2,84.6%,3,2,1,66.7%,1986,1988,W,0,,,,,,,,,,
Sao Paulo,3,Carpet,12,10,2,83.3%,1,1,0,100.0%,1987,1989,W,0,,,,,,,,,,
Key Biscayne,3,Hard,11,8,3,72.7%,3,0,3,0.0%,1987,1989,QF,0,,,,,,,,,,
