Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
1990 Canada F,L vs Chang,4.8,4.9,4.8,53.7%,33.3%,65.2%,58.1%,51.1%,3.7%,2.0,0.9,8.5,4.2
Career (1 matches),,4.8,4.9,4.8,53.7%,33.3%,65.2%,58.1%,51.1%,3.7%,2.0,0.9,8.5,4.2
