Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
1990 Canada F,L vs Chang,75.9%,57.3%,2.8%,1/2,2.29,2.1%,76.8%,50.9%,2.9%,2.15,4.3%,78.4%,69.0%,2.7%,2.43,0.0%
Career (1 matches),,75.9%,57.3%,2.8%,33.3%,2.29,2.1%,76.8%,50.9%,2.9%,2.15,4.3%,78.4%,69.0%,2.7%,2.43,0.0%
