Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
5,Zsombor Piros [HUN],2,3,40.0%,2,0,2,0.0%,2021,2023,4,1.03,3.6%,6.0%,60.9%,63.7%,42.7%,55.5%,45.8%,61.8%,48.6%
4,Jurij Rodionov [AUT],2,2,50.0%,1,1,0,100.0%,2024,2026,3,1.14,4.1%,4.1%,58.6%,69.2%,53.3%,62.6%,42.7%,55.6%,40.0%
4,James Mccabe [AUS],4,0,100.0%,0,0,0,-,2023,2025,4,1.34,1.9%,4.5%,55.4%,74.5%,47.5%,62.5%,50.3%,75.0%,48.8%
4,Yannick Hanfmann [GER],1,3,25.0%,2,1,1,50.0%,2024,2025,3,0.89,4.9%,3.6%,62.8%,68.6%,53.0%,62.8%,33.2%,65.0%,45.5%
4,Nick Chappell [USA],3,1,75.0%,4,3,1,75.0%,2019,2022,2,1.27,1.9%,9.6%,55.4%,67.8%,52.9%,61.1%,49.4%,52.9%,42.9%
3,Keegan Smith [USA],2,1,66.7%,0,0,0,-,2022,2026,3,1.03,4.8%,12.8%,44.3%,76.0%,47.4%,60.1%,41.3%,71.9%,29.7%
3,Mackenzie Mcdonald [USA],1,2,33.3%,0,0,0,-,2022,2025,3,0.82,2.0%,4.3%,51.2%,60.8%,48.4%,54.7%,37.2%,68.4%,44.4%
3,Arthur Cazaux [FRA],1,2,33.3%,0,0,0,-,2023,2025,3,0.68,2.0%,7.8%,45.8%,62.9%,48.2%,54.9%,30.6%,60.0%,33.3%
3,Roman Andres Burruchaga [ARG],2,1,66.7%,0,0,0,-,2024,2025,3,0.95,1.5%,7.7%,51.8%,56.4%,44.7%,50.8%,46.7%,41.7%,63.6%
3,Hugo Gaston [FRA],2,1,66.7%,1,0,1,0.0%,2021,2025,3,1.12,3.9%,5.5%,56.1%,62.9%,50.0%,57.3%,47.9%,58.1%,41.5%
3,Alexander Shevchenko [KAZ],0,3,0.0%,1,1,0,100.0%,2022,2025,3,0.75,2.0%,8.2%,51.0%,53.6%,38.3%,46.1%,40.5%,51.2%,50.0%
3,Colton Smith [USA],2,1,66.7%,0,0,0,-,2024,2025,3,1.02,3.6%,4.1%,56.7%,73.6%,44.0%,60.8%,40.0%,53.3%,64.3%
3,Genaro Alberto Olivieri [ARG],0,3,0.0%,1,0,1,0.0%,2022,2025,3,0.89,2.5%,6.2%,55.1%,61.8%,46.0%,54.7%,40.4%,58.3%,35.7%
3,Li Tu [AUS],2,1,66.7%,2,2,0,100.0%,2024,2024,3,0.89,4.7%,3.2%,56.1%,61.5%,56.6%,59.4%,36.1%,54.2%,21.4%
3,Naoki Nakagawa [JPN],1,2,33.3%,1,1,0,100.0%,2019,2023,2,1.05,8.2%,10.0%,57.3%,68.3%,42.6%,57.3%,44.8%,60.0%,30.4%
