Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,14,3,11,21.4%,11-24,31.4%,136-185,42.4%,0-1,0.0%,11,66.7%,21.8%,5.7%,6.3%,49.4%,68.2%,44.8%,56.4%,37.6%,47.2%,0.86
Grass,2,1,1,50.0%,5-5,50.0%,50-50,50.0%,1-1,50.0%,2,77.1%,24.0%,3.4%,2.5%,56.1%,72.6%,52.9%,63.9%,36.7%,50.4%,1.02
Grand Slams,5,2,3,40.0%,9-11,45.0%,89-101,46.8%,1-1,50.0%,5,69.6%,25.0%,3.7%,4.3%,52.6%,69.2%,48.5%,59.4%,38.3%,49.0%,0.94
Masters,1,0,1,0.0%,0-2,0.0%,6-12,33.3%,0-0,-,1,66.7%,0.0%,9.1%,3.6%,43.6%,70.8%,45.2%,56.4%,26.0%,41.9%,0.60
Other Tours,7,2,5,28.6%,7-10,41.2%,70-85,45.2%,0-1,0.0%,7,69.7%,21.8%,6.4%,6.6%,50.3%,69.8%,45.0%,57.5%,37.2%,47.5%,0.88
Best of 5,5,2,3,40.0%,9-11,45.0%,89-101,46.8%,1-1,50.0%,5,69.6%,25.0%,3.7%,4.3%,52.6%,69.2%,48.5%,59.4%,38.3%,49.0%,0.94
Best of 3,11,2,9,18.2%,7-18,28.0%,97-134,42.0%,0-1,0.0%,8,69.4%,19.5%,6.7%,6.3%,49.6%,69.9%,45.0%,57.4%,36.2%,47.0%,0.85
Quarter-finals,1,0,1,0.0%,1-2,33.3%,11-15,42.3%,0-0,-,1,61.5%,23.1%,4.3%,7.6%,47.8%,72.7%,35.4%,53.3%,40.6%,46.6%,0.87
vs Righties,13,2,11,15.4%,10-25,28.6%,134-185,42.0%,0-2,0.0%,11,68.1%,19.6%,5.5%,5.6%,50.2%,68.3%,45.9%,57.1%,36.7%,47.0%,0.86
vs Lefties,3,2,1,66.7%,6-4,60.0%,52-50,51.0%,1-0,100.0%,2,74.4%,32.5%,3.5%,3.9%,54.9%,73.6%,50.4%,63.1%,39.8%,51.9%,1.08
vs Top 10,1,0,1,0.0%,0-3,0.0%,8-18,30.8%,0-0,-,1,46.2%,15.4%,6.0%,9.5%,44.0%,62.2%,36.2%,47.6%,38.0%,42.6%,0.73
