Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2023 Wimbledon R128,L vs Bai,1.00,0.69,50.5,3.4,2.9%,52.9%,3.4%,51.7%,30.0%,35.7%
2023 Roland Garros R128,L vs Blinkova,0.85,0.39,29.8,2.1,0.0%,57.7%,0.0%,28.0%,18.2%,35.0%
2022 Roland Garros R128,L vs Andreescu,0.99,0.83,58.8,11.0,0.0%,47.9%,6.7%,48.9%,39.1%,47.6%
2021 W100 Landisville PA R32,L vs Raducanu,1.04,0.68,56.4,2.3,2.7%,45.9%,5.6%,63.9%,22.2%,38.7%
2021 Australian Open R128,L vs Babos,0.93,0.76,60.4,3.1,2.6%,61.5%,2.9%,52.9%,42.1%,26.5%
2019 Wimbledon R128,L vs Kudermetova,0.88,0.71,50.4,2.2,0.0%,40.6%,0.0%,64.5%,39.4%,36.7%
2019 Mallorca R32,L vs Kerber,0.85,0.82,65.4,4.6,-,61.7%,-,50.0%,42.9%,41.5%
2019 Bol R32,W vs Badosa,1.16,1.39,38.5,2.1,-,58.8%,-,45.2%,58.1%,56.3%
2019 Rabat QF,L vs Van Uytvanck,1.19,0.80,57.9,4.4,0.0%,43.8%,2.1%,44.7%,35.1%,40.6%
2019 Rabat R16,W vs Zidansek,1.11,1.22,60.9,2.0,0.0%,51.0%,2.0%,49.0%,58.7%,51.2%
2019 Rabat R32,W vs Rybarikova,1.07,1.11,112.7,11.9,0.0%,49.0%,0.0%,56.3%,57.4%,40.5%
2019 Fed Cup RR,W vs Muguruza,1.23,1.16,65.6,3.3,2.2%,56.5%,8.7%,63.0%,47.5%,27.0%
2019 Bogota R32,L vs Schmiedlova,0.89,0.75,60.5,2.1,0.0%,43.8%,0.0%,40.0%,62.2%,35.1%
2019 Charleston R64,L vs Davis,0.75,0.74,50.5,2.4,0.0%,57.1%,0.0%,64.7%,43.6%,33.3%
2019 Indian Wells R32,L vs Pliskova,0.95,0.68,46.0,2.8,0.0%,43.8%,3.2%,51.6%,28.1%,48.1%
2019 Indian Wells R64,W vs Vekic,1.41,1.07,69.9,6.2,0.0%,58.9%,3.8%,57.7%,37.8%,25.0%
2019 Indian Wells R128,W vs Townsend,1.08,1.16,72.2,19.1,0.0%,49.2%,1.8%,50.9%,54.5%,52.2%
2019 Budapest R32,L vs Smitkova,1.00,0.77,54.2,6.6,0.0%,57.7%,2.0%,54.0%,28.3%,40.0%
2019 St. Petersburg R16,L vs Bertens,0.96,0.54,42.1,2.0,0.0%,53.8%,0.0%,50.0%,30.8%,22.7%
2019 St. Petersburg R32,W vs Siniakova,1.15,1.25,59.0,3.2,4.7%,74.4%,7.0%,51.2%,39.0%,42.1%
2023 (2 matches),,0.93,0.54,41.5,2.6,1.7%,55.0%,1.9%,40.7%,25.0%,35.4%
2022 (1 matches),,0.99,0.83,58.8,11.0,0.0%,47.9%,6.7%,48.9%,39.1%,47.6%
2021 (2 matches),,0.98,0.73,58.5,2.6,2.6%,53.9%,4.3%,58.6%,32.4%,32.3%
2019 (18 matches),,1.03,0.97,60.8,3.0,0.5%,53.1%,2.7%,55.2%,44.7%,41.5%
2018 (12 matches),,1.00,0.99,50.7,2.3,3.0%,58.9%,3.0%,54.2%,41.2%,44.7%
Career (152 matches),,1.03,1.04,57.3,2.8,1.2%,54.6%,2.6%,56.1%,45.3%,45.4%
