Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2023 Wimbledon R128,L vs Bai,8,20,0.4,6.6%,16.5%,6,16,0.4,5.4%,14.4%,2.7%,2.7%,0.7,13.2%,19.8%
2023 Roland Garros R128,L vs Blinkova,13,23,0.6,14.0%,24.7%,13,18,0.7,15.3%,21.2%,11.8%,3.5%,2.0,17.2%,8.6%
2022 Roland Garros R128,L vs Andreescu,22,40,0.6,12.2%,22.1%,19,30,0.6,11.9%,18.8%,8.1%,3.8%,0.9,17.7%,20.4%
2021 W100 Landisville PA R32,L vs Raducanu,16,34,0.5,11.4%,24.3%,13,27,0.5,10.6%,22.0%,7.3%,3.3%,1.2,14.3%,12.1%
2021 Australian Open R128,L vs Babos,21,24,0.9,14.5%,16.6%,21,24,0.9,16.5%,18.9%,,,0.7,11.7%,16.6%
2019 Wimbledon R128,L vs Kudermetova,5,25,0.2,4.0%,19.8%,5,18,0.3,4.7%,17.0%,4.7%,0.0%,1.0,19.8%,20.6%
2019 Budapest R32,L vs Smitkova,12,38,0.3,6.4%,20.2%,11,28,0.4,6.8%,17.4%,5.6%,1.2%,1.0,19.7%,19.1%
2019 St. Petersburg R16,L vs Bertens,6,17,0.4,6.1%,17.3%,6,13,0.5,7.7%,16.7%,6.4%,1.3%,1.4,25.5%,18.4%
2018 Auckland R32,W vs Putintseva,22,25,0.9,19.3%,21.9%,21,22,1.0,19.6%,20.6%,9.3%,9.3%,0.3,6.1%,18.4%
2015 Bastad R32,L vs Williams,9,20,0.5,10.1%,22.5%,8,17,0.5,9.9%,21.0%,7.4%,1.2%,1.3,14.6%,11.2%
Career (10 matches),,134,266,0.5,10.3%,20.5%,123,213,0.6,10.8%,18.7%,6.1%,2.6%,0.9,16.1%,17.1%
