Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2024,1,0,1,0.0%,0-2,0.0%,1-12,7.7%,0-0,-,0,,,,,,,,,,,,R32 (W100 Gran Canaria)
2023,6,3,3,50.0%,8-7,53.3%,76-65,53.9%,0-2,0.0%,5,70.2%,42.1%,4.5%,7.1%,54.5%,67.2%,51.2%,59.9%,45.2%,52.3%,1.13,QF (Gaiba 125)
2022,54,38,16,70.4%,79-41,65.8%,607-477,56.0%,3-5,37.5%,4,68.3%,28.6%,3.4%,3.9%,63.4%,62.6%,51.8%,58.6%,41.3%,49.5%,1.00,W (W60+H Bendigo)
2021,7,0,7,0.0%,2-14,12.5%,58-90,39.2%,0-2,0.0%,2,23.5%,38.9%,0.0%,13.2%,55.4%,47.8%,31.5%,40.5%,47.4%,44.1%,0.80,R32 (7x)
2020,6,5,1,83.3%,10-6,62.5%,82-74,52.6%,3-2,60.0%,0,,,,,,,,,,,,W (W60 Andrezieux-Boutheon)
2019,5,2,3,40.0%,6-6,50.0%,54-56,49.1%,2-0,100.0%,2,47.1%,50.0%,2.7%,5.4%,59.5%,53.0%,37.8%,46.8%,48.1%,47.5%,0.91,R16 (2x)
2018,22,12,10,54.5%,29-24,54.7%,269-241,52.7%,3-6,33.3%,1,28.6%,0.0%,0.0%,7.5%,75.0%,40.0%,30.0%,37.5%,33.3%,35.1%,0.53,SF (Manchester $100K)
2017,48,32,16,66.7%,70-42,62.5%,576-489,54.1%,7-3,70.0%,0,,,,,,,,,,,,W (2x)
2016,23,12,11,52.2%,29-23,55.8%,265-232,53.3%,3-3,50.0%,0,,,,,,,,,,,,W (Altenkirchen $25K)
2015,33,21,12,63.6%,43-28,60.6%,351-311,53.0%,3-1,75.0%,0,,,,,,,,,,,,W (2x)
2014,57,33,24,57.9%,69-58,54.3%,599-563,51.5%,4-5,44.4%,0,,,,,,,,,,,,W (Kristinehamn 25K)
2013,57,36,21,63.2%,76-47,61.8%,609-535,53.2%,12-4,75.0%,0,,,,,,,,,,,,W (2x)
2012,48,35,13,72.9%,74-33,69.2%,551-411,57.3%,3-2,60.0%,0,,,,,,,,,,,,W (2x)
2011,8,4,4,50.0%,9-9,50.0%,84-82,50.6%,1-0,100.0%,0,,,,,,,,,,,,QF (Rebecq 10K)
2010,2,0,2,0.0%,1-4,20.0%,13-25,34.2%,0-0,-,0,,,,,,,,,,,,R32 (2x)
2009,1,0,1,0.0%,0-2,0.0%,6-12,33.3%,0-0,-,0,,,,,,,,,,,,R32 (Almere 10K)
Career,378,233,145,61.6%,505-346,59.3%,4201-3675,53.3%,44-35,55.7%,14,59.0%,36.4%,3.2%,6.9%,58.6%,59.8%,46.0%,54.1%,44.0%,48.9%,0.96,
