Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,10,Hard,18,8,10,44.4%,4,2,2,50.0%,2015,2025,R128,15,1.01,4.9%,9.0%,60.9%,67.7%,43.4%,58.2%,42.2%,45.7%,47.2%
Roland Garros,7,Clay,13,6,7,46.2%,3,2,1,66.7%,2015,2023,R128,7,0.93,2.6%,7.6%,63.2%,59.0%,40.1%,52.1%,44.7%,52.2%,40.6%
Wimbledon,7,Grass,13,6,7,46.2%,4,1,3,25.0%,2015,2023,R128,9,1.05,3.8%,7.4%,59.8%,65.4%,49.4%,59.0%,43.1%,54.7%,41.9%
US Open,9,Hard,16,7,9,43.8%,1,0,1,0.0%,2015,2024,R64,10,0.97,3.8%,9.1%,60.6%,64.7%,40.8%,55.3%,43.5%,50.6%,48.8%
Fed Cup,3,,6,5,1,83.3%,1,0,1,0.0%,2016,2020,,2,0.92,3.6%,9.5%,68.2%,62.7%,40.0%,55.5%,41.0%,67.7%,28.6%
Miami,3,Hard,5,2,3,40.0%,0,0,0,-,2018,2025,Q2,5,0.92,4.2%,9.4%,56.8%,67.4%,46.6%,58.4%,38.3%,44.8%,55.6%
Dubai,3,Hard,3,0,3,0.0%,1,0,1,0.0%,2020,2025,Q1,3,0.87,3.3%,7.9%,57.2%,56.1%,44.6%,51.2%,42.5%,51.6%,47.8%
Doha,2,Hard,2,0,2,0.0%,1,0,1,0.0%,2020,2025,Q1,2,0.70,1.0%,8.6%,58.1%,52.5%,45.5%,49.5%,35.1%,47.1%,37.5%
Abu Dhabi,2,Hard,4,1,3,25.0%,1,0,1,0.0%,2023,2025,R32,4,0.83,1.9%,7.2%,60.9%,63.5%,44.4%,56.0%,36.3%,23.5%,47.1%
Linz,2,Hard,4,1,3,25.0%,0,0,0,-,2019,2025,R32,4,0.88,5.3%,10.2%,59.7%,65.9%,33.0%,52.7%,41.7%,57.1%,47.6%
Brisbane,2,Hard,5,2,3,40.0%,0,0,0,-,2016,2024,R16,5,0.91,4.7%,6.6%,51.0%,67.4%,40.7%,54.3%,41.6%,55.6%,38.0%
