Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,60,27,33,45.0%,66-79,45.5%,669-706,48.7%,6-10,37.5%,53,63.7%,32.3%,2.5%,8.1%,61.4%,62.7%,44.3%,55.6%,41.8%,48.8%,0.94
Clay,22,6,16,27.3%,18-36,33.3%,201-286,41.3%,3-2,60.0%,22,49.8%,32.5%,2.0%,8.1%,59.6%,57.0%,40.9%,50.5%,42.3%,46.4%,0.85
Grass,6,1,5,16.7%,3-11,21.4%,59-76,43.7%,0-3,0.0%,6,62.1%,26.9%,4.4%,10.2%,58.8%,61.1%,44.4%,54.2%,40.2%,47.3%,0.88
Grand Slams,9,1,8,11.1%,4-17,19.0%,78-116,40.2%,0-3,0.0%,9,54.7%,27.6%,3.4%,8.9%,59.8%,62.1%,36.3%,51.7%,40.1%,46.0%,0.83
Premiers,6,1,5,16.7%,3-10,23.1%,46-70,39.7%,1-0,100.0%,6,63.2%,15.5%,2.5%,6.0%,58.5%,63.5%,44.8%,55.8%,33.0%,45.1%,0.75
Internationals,59,24,35,40.7%,61-81,43.0%,634-705,47.3%,7-9,43.8%,59,60.7%,34.2%,2.5%,8.2%,59.8%,61.0%,44.7%,54.5%,42.9%,48.7%,0.94
Semi-finals,1,0,1,0.0%,0-2,0.0%,6-12,33.3%,0-0,-,1,55.6%,11.1%,0.0%,5.7%,50.9%,59.3%,46.2%,52.8%,31.4%,42.3%,0.67
Quarter-finals,6,1,5,16.7%,5-10,33.3%,63-81,43.8%,0-1,0.0%,6,66.2%,22.2%,3.2%,7.7%,56.5%,60.8%,50.0%,56.1%,38.0%,47.2%,0.87
vs Righties,80,30,50,37.5%,76-116,39.6%,830-963,46.3%,8-14,36.4%,74,59.7%,31.4%,2.5%,8.2%,60.2%,61.1%,43.6%,54.1%,41.7%,48.0%,0.91
vs Lefties,8,4,4,50.0%,11-10,52.4%,99-105,48.5%,1-1,50.0%,7,61.6%,37.2%,2.4%,8.9%,65.9%,61.5%,40.5%,54.4%,43.3%,49.0%,0.95
vs Top 10,5,0,5,0.0%,2-10,16.7%,39-68,36.4%,0-0,-,5,56.6%,16.7%,1.8%,11.9%,61.2%,60.5%,43.8%,54.0%,35.0%,44.6%,0.76
