Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2023 Roland Garros R128,L vs Blinkova,9.8%,11.8%,41.5%,9.4%,12.5%,48.3%,0.0%,57.1%,66.7%,14.3%,14.3%,25.0%,0.0%,50.0%,0.0%,2
2022 Roland Garros R128,L vs Andreescu,19.4%,24.7%,41.5%,25.4%,30.5%,45.5%,0.0%,40.0%,55.6%,12.5%,20.8%,33.3%,0.0%,53.8%,100.0%,-17
2021 ITF Landisville R32,L vs Raducanu,28.8%,42.5%,42.2%,33.3%,50.0%,37.5%,11.1%,22.2%,0.0%,30.0%,43.3%,47.6%,0.0%,78.9%,100.0%,124
2019 Budapest R32,L vs Smitkova,22.5%,34.3%,49.3%,28.8%,47.5%,54.8%,2.9%,36.0%,42.9%,18.2%,21.2%,40.7%,9.1%,18.2%,0.0%,42
2019 St Petersburg R16,L vs Bertens,22.0%,30.0%,42.9%,26.9%,42.3%,52.6%,33.3%,45.5%,-,20.0%,20.0%,31.3%,0.0%,50.0%,66.7%,73
2018 Auckland R32,W vs Putintseva,22.6%,33.9%,60.0%,28.6%,42.9%,63.3%,0.0%,75.0%,100.0%,11.8%,17.6%,53.3%,0.0%,50.0%,50.0%,-4
2015 Bastad R32,L vs Williams,23.9%,32.6%,29.0%,26.9%,38.5%,42.1%,0.0%,45.5%,33.3%,25.0%,31.3%,8.3%,14.3%,22.2%,0.0%,87
2015 Antwerp Q3,L vs Liebens,18.4%,19.4%,52.6%,13.1%,14.8%,54.7%,0.0%,43.8%,71.4%,32.4%,32.4%,47.8%,0.0%,77.8%,66.7%,126
Career (8 matches),,21.0%,28.6%,46.2%,23.8%,34.0%,50.8%,4.5%,45.5%,55.9%,21.8%,26.6%,38.1%,2.5%,51.4%,42.1%,79
