Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
1975,,,17,1869,11,1772,17,1787,,,,,,
1974,,,8,2018,7,1855,7,1933,7,1939,,,,
1973,,,8,2009,9,1830,12,1897,7,1910,,,,
1972,,,16,1874,15,1733,19,1799,21,1748,,,,
1971,,,11,1982,11,1818,10,1937,10,1832,,,,
1970,,,12,1957,,,11,1937,17,1774,,,,
1969,,,6,2078,6,1911,4,2027,8,1858,,,,
1968,,,10,1927,9,1765,9,1895,20,1739,,,,
1966,,,17,1835,,,12,1827,31,1675,,,,
1965,,,19,1802,,,16,1774,25,1681,,,,
1964,,,42,1663,30,1516,30,1643,36,1576,,,,
1962,,,44,1656,29,1444,32,1638,53,1489,,,,
1961,,,79,1435,,,74,1368,57,1398,,,,
