Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
1975,47,28,19,59.6%,58-43,57.4%,486-410,54.2%,3-2,60.0%,0,,,,,,,,,,,,
1974,84,59,25,70.2%,122-59,67.4%,936-690,57.6%,5-4,55.6%,0,,,,,,,,,,,,W (2x)
1973,105,72,33,68.6%,149-73,67.1%,1131-825,57.8%,2-9,18.2%,0,,,,,,,,,,,,W (3x)
1972,59,32,27,54.2%,69-61,53.1%,588-556,51.4%,4-0,100.0%,0,,,,,,,,,,,,F (Billingham)
1971,65,41,24,63.1%,89-55,61.8%,717-546,56.8%,1-3,25.0%,0,,,,,,,,,,,,W (Nottingham)
1970,43,31,12,72.1%,67-27,71.3%,497-321,60.8%,0-0,-,0,,,,,,,,,,,,W (Brussels)
1969,95,77,18,81.1%,159-54,74.6%,1216-769,61.3%,0-0,-,0,,,,,,,,,,,,W (8x)
1968,74,58,16,78.4%,120-42,74.1%,869-532,62.0%,0-0,-,0,,,,,,,,,,,,W (5x)
1967,8,6,2,75.0%,14-5,73.7%,102-65,61.1%,0-0,-,0,,,,,,,,,,,,SF (Berkeley)
1966,22,17,5,77.3%,35-15,70.0%,249-169,59.6%,0-0,-,0,,,,,,,,,,,,W (Reggio Calabria)
1965,60,45,15,75.0%,91-44,67.4%,727-506,59.0%,0-0,-,0,,,,,,,,,,,,W (5x)
1964,30,20,10,66.7%,45-26,63.4%,370-287,56.3%,0-0,-,0,,,,,,,,,,,,W (Indianapolis)
1963,11,6,5,54.5%,12-12,50.0%,113-104,52.1%,0-0,-,0,,,,,,,,,,,,SF (2x)
1962,27,22,5,81.5%,44-13,77.2%,315-225,58.3%,0-0,-,0,,,,,,,,,,,,W (3x)
1961,14,8,6,57.1%,19-14,57.6%,155-153,50.3%,0-0,-,0,,,,,,,,,,,,W (Germantown Consolation)
1960,6,3,3,50.0%,8-8,50.0%,76-74,50.7%,0-0,-,0,,,,,,,,,,,,SF (Tuscaloosa)
1959,5,4,1,80.0%,8-4,66.7%,57-42,57.6%,0-0,-,0,,,,,,,,,,,,W (Detroit)
1958,1,0,1,0.0%,0-2,0.0%,7-12,36.8%,0-0,-,0,,,,,,,,,,,,QF (Brooklyn)
1955,1,0,1,0.0%,0-2,0.0%,0-12,0.0%,0-0,-,0,,,,,,,,,,,,R16 (Brooklyn)
Career,757,529,228,69.9%,1109-559,66.5%,8611-6298,57.8%,15-18,45.5%,0,,,,,,,,,,,,
