Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,1,Grass,5,4,1,80.0%,1,0,1,0.0%,1973,1973,SF,0,,,,,,,,,,
Roland Garros,8,Clay,26,18,8,69.2%,1,1,0,100.0%,1965,1975,SF,0,,,,,,,,,,
Wimbledon,9,Grass,26,17,9,65.4%,0,0,0,-,1965,1974,QF,0,,,,,,,,,,
US Open,13,Clay,35,22,13,62.9%,4,3,1,75.0%,1960,1975,SF,0,,,,,,,,,,
Olympics,1,,8,6,2,75.0%,0,0,0,-,1968,1968,F,0,,,,,,,,,,
Wightman Cup,4,Carpet,6,3,3,50.0%,0,0,0,-,1969,1974,W,0,,,,,,,,,,
Fed Cup,5,,19,13,6,68.4%,0,0,0,-,1966,1975,,0,,,,,,,,,,
Indianapolis,7,Clay,23,17,6,73.9%,2,2,0,100.0%,1962,1975,W,0,,,,,,,,,,
Rome,6,Clay,23,18,5,78.3%,0,0,0,-,1965,1974,W,0,,,,,,,,,,
London,5,Carpet,14,9,5,64.3%,3,2,1,66.7%,1969,1974,F,0,,,,,,,,,,
Queen's Club,5,Grass,10,5,5,50.0%,0,0,0,-,1965,1971,R16,0,,,,,,,,,,
Port Talbot,4,Carpet,13,9,4,69.2%,3,2,1,66.7%,1969,1973,F,0,,,,,,,,,,
Cincinnati,4,Clay,12,9,3,75.0%,0,0,0,-,1960,1964,W,0,,,,,,,,,,
