Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,92,64,28,69.6%,136-67,67.0%,1076-792,57.6%,1-4,20.0%,0,,,,,,,,,,,
Clay,321,242,79,75.4%,502-216,69.9%,3796-2587,59.5%,5-5,50.0%,0,,,,,,,,,,,
Grass,174,118,56,67.8%,248-135,64.8%,1941-1477,56.8%,3-4,42.9%,0,,,,,,,,,,,
Carpet,151,89,62,58.9%,190-133,58.8%,1569-1331,54.1%,6-5,54.5%,0,,,,,,,,,,,
Grand Slams,92,61,31,66.3%,125-72,63.5%,986-767,56.2%,4-2,66.7%,0,,,,,,,,,,,
Finals,58,32,26,55.2%,70-66,51.5%,656-655,50.0%,0-2,0.0%,0,,,,,,,,,,,
Semi-finals,102,60,42,58.8%,130-101,56.3%,1126-1023,52.4%,1-3,25.0%,0,,,,,,,,,,,
Quarter-finals,159,91,68,57.2%,200-150,57.1%,1699-1455,53.9%,4-4,50.0%,0,,,,,,,,,,,
vs Righties,413,234,179,56.7%,507-414,55.0%,4442-4056,52.3%,10-13,43.5%,0,,,,,,,,,,,
vs Lefties,48,35,13,72.9%,72-33,68.6%,553-406,57.7%,1-2,33.3%,0,,,,,,,,,,,
