Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,49,25,24,51.0%,56-59,48.7%,562-553,50.4%,6-12,33.3%,48,77.8%,24.6%,5.4%,2.7%,68.7%,67.8%,52.4%,63.0%,38.9%,50.8%,1.05
Clay,75,33,42,44.0%,79-94,45.7%,802-835,49.0%,10-5,66.7%,75,69.2%,29.0%,3.9%,3.1%,65.9%,63.5%,50.2%,59.0%,40.5%,49.7%,0.99
Finals,2,1,1,50.0%,3-2,60.0%,28-26,51.9%,2-1,66.7%,2,73.1%,28.0%,5.9%,1.6%,71.3%,66.4%,48.1%,61.2%,41.1%,52.0%,1.06
Semi-finals,4,2,2,50.0%,4-5,44.4%,40-44,47.6%,0-0,-,4,71.4%,23.8%,3.7%,2.9%,70.1%,63.7%,56.2%,61.5%,38.3%,49.7%,1.00
Quarter-finals,11,4,7,36.4%,10-15,40.0%,115-127,47.5%,0-1,0.0%,11,67.5%,28.1%,3.8%,3.3%,64.7%,63.3%,46.1%,57.2%,38.6%,48.0%,0.90
vs Righties,103,46,57,44.7%,109-132,45.2%,1129-1181,48.9%,10-14,41.7%,102,72.2%,26.6%,4.6%,2.9%,66.9%,64.8%,50.6%,60.1%,39.5%,49.7%,0.99
vs Lefties,10,3,7,30.0%,7-16,30.4%,101-129,43.9%,4-2,66.7%,10,67.3%,20.2%,3.5%,2.6%,70.1%,62.7%,49.5%,58.8%,37.5%,48.1%,0.91
