Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2025-03-03),1471,3,,,,,,,,,,,,
2024,1471,3,,,,,,,,,,,,
2022,951,12,,,,,,,,,,,,
2021,250,248,284,1439,270,1403,258,1422,225,1389,,,,
2020,194,335,225,1469,196,1461,216,1428,,,309,180,,
2019,189,266,275,1457,216,1477,279,1404,,,571,63,,
2018,398,35,,,,,,,,,586,17,,
2017,540,58,,,,,,,,,731,57,,
2016,750,27,,,,,,,,,751,60,,
2015,542,63,,,,,,,,,938,36,,
2014,751,27,,,,,,,,,1118,21,,
2013,,,,,,,,,,,932,30,,
2012,1953,1,,,,,,,,,,,,
