Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
29-Apr-2019,Puerto Vallarta CH,Hard,F,273,165,(5) Sebastian Ofner [AUT] d. (14) Smith,7-6(8) 3-6 6-3,0.73,3.2%,0.8%,66.9%,67.5%,48.8%,17/19,2:00
23-Apr-2018,Leon CH,Hard,F,228,246,Christopher Eubanks [USA] d. Smith,6-4 3-6 7-6(4),1.00,3.0%,3.0%,73.0%,65.8%,55.6%,6/9,2:07
17-Aug-2015,Vancouver CH,Hard,F,136,130,Dudi Sela [ISR] d. Smith,6-4 7-5,0.76,6.3%,3.8%,58.2%,69.6%,36.4%,10/13,
16-Mar-2015,Drummondville CH,Hard,F,195,166,Smith d. (7) Frank Dancevic [CAN],6-7(11) 7-6(3) 7-5,1.37,20.5%,1.8%,71.4%,85.0%,56.3%,5/6,2:28
28-Apr-2014,Taipei CH,Carpet,F,198,160,Gilles Muller [LUX] d. Smith,6-3 6-3,0.68,22.6%,0.0%,67.7%,64.3%,40.0%,4/7,1:13
19-Aug-2013,Canada F6,Hard,F,304,555,(2) Smith d. (7) Ante Pavic [CRO],3-6 6-4 6-3,,,,,,,,
02-Jul-2012,Winnetka CH,Hard,F,298,169,(Q) Smith d. (7) Ricardas Berankis [LTU],3-6 6-3 7-6(3),1.12,6.8%,0.0%,62.1%,68.8%,56.4%,4/7,2:13
30-Apr-2012,USA F11,Clay,F,337,777,(2) Smith d. (Q) Pedro Zerbini [BRA],6-2 6-0,,,,,,,,
17-Oct-2011,USA F27,Hard,F,627,321,(4) Jesse Levine [CAN] d. (SE) Smith,6-4 6-3,,,,,,,,
10-Oct-2011,USA F26,Hard,F,627,489,(8) Peter Polansky [CAN] d. Smith,4-6 7-6(5) 6-4,,,,,,,,
