Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2020,6,3,3,50.0%,8-6,57.1%,72-52,58.1%,1-1,50.0%,6,82.3%,33.3%,9.6%,2.3%,72.1%,69.4%,54.5%,65.2%,39.6%,52.9%,1.14,QF (Monterrey)
2019,29,14,15,48.3%,34-37,47.9%,364-361,50.2%,7-9,43.8%,29,80.1%,21.2%,7.1%,2.3%,68.0%,69.2%,51.3%,63.5%,36.7%,50.0%,1.00,F (Puerto Vallarta)
2018,33,18,15,54.5%,42-36,53.8%,401-373,51.8%,7-10,41.2%,33,79.6%,25.1%,5.3%,2.2%,70.5%,68.9%,52.4%,64.1%,38.8%,51.1%,1.08,F (Leon)
2017,23,12,11,52.2%,27-27,50.0%,273-267,50.6%,6-5,54.5%,23,80.2%,19.9%,7.1%,1.5%,69.8%,67.8%,52.9%,63.3%,36.3%,50.2%,0.99,SF (Drummondville)
2016,38,19,19,50.0%,46-43,51.7%,450-414,52.1%,4-8,33.3%,38,81.8%,22.6%,7.6%,3.3%,65.6%,72.0%,50.3%,64.5%,37.0%,50.8%,1.04,SF (Columbus)
2015,42,24,18,57.1%,52-45,53.6%,524-465,53.0%,9-16,36.0%,42,84.8%,21.5%,12.1%,3.1%,65.9%,74.4%,50.9%,66.4%,36.9%,51.5%,1.10,W (Drummondville)
2014,38,19,19,50.0%,49-43,53.3%,474-437,52.0%,8-10,44.4%,38,79.6%,24.8%,9.6%,2.7%,61.4%,72.7%,49.9%,63.8%,38.3%,51.0%,1.06,F (Taipei)
2013,37,16,21,43.2%,37-47,44.0%,387-416,48.2%,5-6,45.5%,37,74.0%,21.9%,6.2%,2.9%,60.0%,69.9%,46.8%,60.7%,37.0%,49.1%,0.94,SF (2x)
2012,23,13,10,56.5%,27-26,50.9%,271-261,50.9%,5-7,41.7%,23,79.3%,23.1%,7.7%,1.9%,62.0%,72.5%,50.2%,64.0%,38.4%,50.8%,1.07,W (Winnetka)
2011,6,3,3,50.0%,7-7,50.0%,71-73,49.3%,1-1,50.0%,6,77.5%,21.1%,4.8%,2.4%,63.8%,68.4%,52.7%,62.7%,36.0%,49.7%,0.97,QF (Champaign)
2010,1,0,1,0.0%,0-2,0.0%,5-12,29.4%,0-0,-,1,44.4%,12.5%,4.8%,3.2%,56.5%,54.3%,44.4%,50.0%,37.0%,44.0%,0.74,R32 (Knoxville)
2008,2,1,1,50.0%,2-3,40.0%,22-25,46.8%,0-0,-,0,,,,,,,,,,,,R16 (Knoxville)
2007,2,1,1,50.0%,2-2,50.0%,18-19,48.6%,0-0,-,0,,,,,,,,,,,,R16 (Knoxville)
Career,280,143,137,51.1%,333-324,50.7%,3332-3175,51.2%,53-73,42.1%,276,80.0%,22.8%,8.0%,2.6%,65.3%,70.9%,50.4%,63.8%,37.5%,50.6%,1.04,
