Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2024,,,,,,,,,,,60,1450,,
2023,1490,2,,,,,,,,,,,,
2021,394,106,279,1446,261,1413,341,1285,192,1451,,,,
2020,313,143,,,,,,,,,95,923,,
2019,307,130,272,1460,267,1426,371,1301,169,1469,92,905,104,1576
2018,193,264,208,1523,198,1486,303,1345,130,1512,81,1056,64,1680
2017,219,235,184,1561,167,1527,264,1387,122,1532,68,1246,68,1669
2016,226,231,201,1536,189,1502,,,149,1501,79,1008,,
2015,129,459,177,1567,167,1523,260,1398,112,1563,261,264,,
2014,201,243,254,1470,227,1451,309,1323,190,1422,82,874,,
2013,221,215,245,1483,219,1458,301,1346,176,1450,73,1060,111,1527
2012,244,195,217,1514,193,1493,298,1349,144,1498,103,705,,
2011,439,82,,,,,,,,,583,78,,
2009,,,,,,,,,,,1127,13,,
2009,,,,,,,,,,,1127,13,,
2008,1143,5,,,,,,,,,1149,13,,
2007,1127,5,,,,,,,,,903,24,,
