Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,18,1,17,5.6%,7-39,15.2%,188-264,41.6%,0-4,0.0%,18,69.7%,14.5%,6.3%,2.4%,63.2%,65.8%,48.5%,59.4%,33.0%,46.1%,0.81
Grass,9,4,5,44.4%,12-13,48.0%,123-119,50.8%,0-3,0.0%,9,84.4%,17.1%,10.6%,2.4%,67.8%,72.3%,52.4%,65.9%,33.9%,50.5%,1.00
Grand Slams,6,0,6,0.0%,4-18,18.2%,94-128,42.3%,0-4,0.0%,6,71.3%,14.5%,7.7%,2.4%,63.9%,66.7%,46.1%,59.2%,31.4%,46.1%,0.77
Masters,2,0,2,0.0%,0-4,0.0%,16-24,40.0%,0-0,-,2,70.0%,10.0%,5.2%,2.2%,58.2%,67.9%,48.2%,59.7%,29.1%,45.9%,0.72
Other Tours,19,5,14,26.3%,15-30,33.3%,201-231,46.5%,0-3,0.0%,19,77.2%,16.4%,8.2%,2.4%,66.0%,69.1%,52.2%,63.3%,34.5%,48.6%,0.94
Best of 5,6,0,6,0.0%,4-18,18.2%,94-128,42.3%,0-4,0.0%,6,71.3%,14.5%,7.7%,2.4%,63.9%,66.7%,46.1%,59.2%,31.4%,46.1%,0.77
Best of 3,21,5,16,23.8%,15-34,30.6%,217-255,46.0%,0-3,0.0%,21,76.6%,15.8%,8.0%,2.4%,65.3%,69.0%,51.7%,63.0%,34.1%,48.4%,0.92
Semi-finals,1,0,1,0.0%,0-2,0.0%,10-13,43.5%,0-1,0.0%,1,81.8%,9.1%,7.9%,1.3%,64.5%,65.3%,51.9%,60.5%,29.4%,45.8%,0.75
Quarter-finals,1,1,0,100.0%,2-1,66.7%,18-13,58.1%,0-1,0.0%,1,100.0%,14.3%,15.5%,5.2%,61.9%,81.7%,62.2%,74.2%,33.7%,54.5%,1.31
vs Righties,24,5,19,20.8%,17-44,27.9%,264-324,44.9%,0-6,0.0%,24,74.2%,16.2%,7.4%,2.7%,64.2%,68.1%,49.8%,61.5%,33.8%,47.7%,0.88
vs Lefties,3,0,3,0.0%,2-8,20.0%,47-59,44.3%,0-1,0.0%,3,78.8%,11.3%,10.7%,0.6%,68.5%,69.1%,50.0%,63.1%,30.2%,47.1%,0.82
vs Top 10,1,0,1,0.0%,0-2,0.0%,8-12,40.0%,0-0,-,1,80.0%,0.0%,10.9%,1.8%,70.9%,64.1%,68.8%,65.5%,31.0%,46.0%,0.90
