Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2015,423,100,,,,,,,,,741,63,,
2013,373,110,,,,,,,,,125,570,,
2012,27,1255,18,1946,14,1895,25,1826,15,1827,731,50,,
2011,8,2965,10,2017,9,1966,19,1862,9,1912,120,670,,
2010,16,1991,8,2007,8,1955,27,1833,8,1891,46,1660,8,1841
2009,55,790,38,1842,34,1802,62,1729,25,1762,19,3275,5,1874
2008,24,1165,32,1866,25,1830,62,1729,31,1751,88,750,31,1734
2007,39,740,44,1810,36,1776,68,1691,29,1731,136,395,61,1617
2006,47,776,41,1820,46,1749,57,1720,17,1778,123,432,73,1597
2005,225,160,84,1712,63,1700,115,1596,,,138,385,84,1564
2004,37,935,31,1844,29,1803,75,1688,19,1761,97,590,68,1618
2003,20,1300,20,1898,10,1893,67,1702,20,1762,203,230,119,1455
2002,84,481,56,1794,51,1769,124,1605,41,1690,92,648,51,1638
2001,141,279,164,1610,135,1588,181,1529,87,1592,115,549,,
2000,305,99,247,1504,224,1457,,,115,1536,375,108,,
1999,,,,,,,,,,,1357,1,,
