Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2015 Cincinnati R64,W vs Troicki,7.7%,66.7%,5.2%,60.0%,5.9%,15.0%,0.0%,6.9%,0.0%,2.0%,66.7%,-10,15
2012 Cincinnati QF,L vs Federer,2.9%,100.0%,10.3%,71.4%,15.4%,26.7%,0.0%,7.8%,23.1%,0.5%,0.0%,-47,-37
2011 Cincinnati SF,L vs Murray,17.1%,71.4%,25.3%,66.7%,7.4%,13.6%,0.0%,11.6%,28.6%,1.0%,100.0%,22,23
2011 Canada F,L vs Djokovic,31.6%,79.2%,20.7%,70.3%,6.3%,7.4%,0.0%,5.5%,29.4%,1.3%,50.0%,-7,3
2011 Canada SF,W vs Tipsarevic,44.9%,77.3%,35.0%,66.7%,9.1%,22.2%,0.0%,10.7%,20.0%,2.1%,0.0%,24,63
2011 Wimbledon QF,L vs Nadal,16.2%,61.1%,19.3%,52.3%,9.1%,21.6%,6.9%,9.0%,0.0%,0.5%,50.0%,-7,6
2011 Miami SF,L vs Djokovic,4.5%,50.0%,15.1%,50.0%,8.0%,25.8%,0.0%,4.8%,10.0%,0.5%,0.0%,-24,-23
2010 Cincinnati SF,W vs Roddick,0.0%,-,4.6%,66.7%,13.6%,11.6%,0.0%,8.3%,11.8%,0.6%,0.0%,-30,25
2010 Cincinnati F,L vs Federer,2.7%,66.7%,10.5%,64.0%,4.8%,7.7%,33.3%,11.5%,20.0%,0.3%,0.0%,-38,-4
2008 US Open R32,W vs Blake,14.6%,58.3%,14.6%,69.0%,12.1%,14.3%,0.0%,9.8%,18.8%,0.0%,-,81,110
2008 Indian Wells F,L vs Djokovic,8.6%,71.4%,11.7%,75.0%,12.5%,21.4%,0.0%,9.3%,25.0%,0.4%,0.0%,65,63
2008 Indian Wells SF,W vs Federer,0.0%,-,9.7%,60.0%,22.0%,30.0%,25.0%,21.7%,33.3%,0.0%,-,62,89
2008 Indian Wells QF,W vs Nalbandian,5.2%,100.0%,11.5%,78.6%,14.3%,14.3%,0.0%,12.9%,38.1%,0.0%,-,39,65
2005 Indian Wells R64,L vs Federer,10.9%,50.0%,20.8%,45.5%,23.2%,19.0%,50.0%,10.0%,18.2%,0.7%,0.0%,3,11
2004 Olympics F,L vs Massu,32.3%,65.9%,29.3%,68.5%,11.3%,8.9%,0.0%,16.8%,25.8%,0.3%,0.0%,114,113
2004 Halle F,L vs Federer,31.6%,61.1%,28.4%,48.3%,12.8%,11.8%,100.0%,4.2%,0.0%,0.0%,-,-2,-19
2004 Indian Wells R16,L vs Federer,18.5%,50.0%,17.9%,45.0%,8.6%,17.6%,100.0%,7.1%,25.0%,0.0%,-,66,87
2004 San Jose F,L vs Roddick,17.5%,54.5%,20.1%,63.3%,14.5%,26.1%,0.0%,18.4%,25.0%,0.0%,-,43,41
2003 Cincinnati F,L vs Roddick,44.7%,76.4%,30.6%,71.6%,8.0%,12.9%,0.0%,16.3%,33.3%,0.0%,-,133,102
2003 Cincinnati SF,W vs Schuettler,43.9%,77.8%,29.7%,73.1%,10.0%,9.1%,0.0%,3.7%,11.8%,0.0%,-,33,78
Career (21 matches),,20.9%,69.2%,19.4%,64.9%,10.7%,15.2%,11.3%,10.3%,21.7%,0.5%,34.8%,27,41
