Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,10,Hard,24,14,10,58.3%,11,3,8,27.3%,2002,2012,QF,24,1.06,11.2%,3.3%,55.1%,76.1%,49.9%,64.4%,37.7%,55.9%,41.8%
Roland Garros,6,Clay,10,4,6,40.0%,6,2,4,33.3%,2003,2011,R32,10,0.94,7.9%,3.2%,52.1%,73.9%,47.0%,61.0%,36.8%,51.6%,34.8%
Wimbledon,10,Grass,25,15,10,60.0%,15,11,4,73.3%,2001,2012,QF,25,1.16,16.5%,3.0%,57.7%,79.7%,53.7%,68.7%,36.2%,62.6%,35.0%
US Open,13,Hard,32,19,13,59.4%,20,10,10,50.0%,2000,2015,QF,31,1.15,11.8%,3.8%,53.6%,77.2%,53.7%,66.3%,38.7%,63.0%,41.4%
Olympics,1,,6,5,1,83.3%,2,2,0,100.0%,2004,2004,F,0,,,,,,,,,,
Davis Cup,6,,15,7,8,46.7%,5,3,2,60.0%,2003,2012,,0,,,,,,,,,,
Indian Wells Masters,13,Hard,28,15,13,53.6%,12,2,10,16.7%,2001,2015,F,28,1.03,10.6%,4.2%,51.1%,76.0%,49.7%,63.2%,37.9%,58.2%,38.1%
Cincinnati Masters,11,Hard,29,18,11,62.1%,20,9,11,45.0%,2000,2015,F,29,1.03,13.2%,3.3%,53.6%,78.7%,53.0%,66.8%,34.3%,73.5%,42.8%
Miami Masters,11,Hard,27,16,11,59.3%,9,5,4,55.6%,2000,2012,SF,27,1.05,11.9%,3.5%,52.6%,76.5%,51.8%,64.8%,37.0%,63.5%,36.7%
Memphis,11,Hard,26,15,11,57.7%,12,6,6,50.0%,2001,2011,SF,26,1.06,14.9%,3.4%,54.9%,77.1%,52.3%,65.9%,36.1%,55.0%,41.8%
Houston,10,Clay,20,11,9,55.0%,4,3,1,75.0%,2001,2012,W,19,1.01,8.8%,4.7%,52.5%,72.3%,48.6%,61.1%,39.2%,65.5%,45.2%
Delray Beach,8,Hard,26,19,7,73.1%,7,6,1,85.7%,2002,2011,W,26,1.11,12.4%,3.0%,55.4%,75.2%,51.2%,64.5%,39.3%,60.2%,41.0%
