Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
12,Andy Roddick [USA],3,9,25.0%,10,4,6,40.0%,2003,2010,12,0.78,16.2%,4.5%,49.5%,79.7%,49.4%,64.4%,27.6%,66.2%,23.7%
9,Feliciano Lopez [ESP],5,4,55.6%,3,1,2,33.3%,2002,2015,8,1.31,15.4%,2.7%,58.9%,81.6%,56.0%,71.1%,37.8%,66.7%,30.4%
9,Andy Murray [GBR],4,5,44.4%,5,2,3,40.0%,2005,2015,9,0.84,9.0%,3.2%,55.5%,73.4%,43.0%,59.9%,33.7%,62.2%,45.7%
9,Roger Federer [SUI],1,8,11.1%,4,1,3,25.0%,2003,2012,8,0.73,10.5%,3.9%,52.7%,69.0%,48.5%,59.3%,29.9%,55.6%,26.9%
9,Rafael Nadal [ESP],1,8,11.1%,3,0,3,0.0%,2006,2011,9,0.72,12.6%,2.8%,52.1%,70.9%,48.9%,60.4%,28.5%,63.4%,31.0%
8,David Ferrer [ESP],4,4,50.0%,5,1,4,20.0%,2004,2011,7,1.08,8.0%,5.0%,50.7%,76.2%,48.8%,62.7%,40.3%,54.5%,35.5%
8,Tommy Robredo [ESP],3,5,37.5%,4,3,1,75.0%,2003,2011,6,0.95,10.2%,4.8%,54.9%,74.3%,49.4%,63.1%,35.1%,53.2%,43.6%
7,Novak Djokovic [SRB],0,7,0.0%,2,0,2,0.0%,2006,2011,7,0.85,9.3%,3.4%,51.3%,71.7%,50.2%,61.2%,33.0%,55.0%,25.0%
7,Robby Ginepri [USA],2,5,28.6%,1,0,1,0.0%,2001,2010,5,0.88,14.4%,2.3%,50.7%,73.9%,50.9%,62.5%,33.0%,66.7%,47.6%
7,Ivo Karlovic [CRO],2,5,28.6%,8,1,7,12.5%,2002,2010,6,1.00,9.9%,4.2%,55.6%,84.5%,56.2%,72.0%,28.1%,44.4%,27.8%
7,Vincent Spadea [USA],4,3,57.1%,3,1,2,33.3%,2001,2009,5,1.09,8.3%,3.7%,49.6%,73.1%,49.4%,61.1%,42.5%,70.0%,45.8%
6,Richard Gasquet [FRA],3,3,50.0%,1,1,0,100.0%,2008,2012,6,0.98,15.7%,3.8%,52.8%,74.6%,55.5%,65.5%,33.6%,58.8%,42.3%
6,Juan Monaco [ARG],3,3,50.0%,3,1,2,33.3%,2005,2012,6,1.02,7.6%,4.1%,53.0%,70.9%,50.2%,61.2%,39.5%,64.9%,38.5%
6,James Blake [USA],3,3,50.0%,2,2,0,100.0%,2002,2011,6,1.05,14.0%,4.2%,54.2%,74.2%,49.2%,62.8%,39.0%,55.9%,48.6%
5,Michael Russell [USA],2,3,40.0%,1,1,0,100.0%,2006,2013,4,1.07,14.0%,4.3%,57.6%,70.9%,45.0%,59.9%,42.7%,57.1%,52.0%
