Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2013,1,0,1,0.0%,1-2,33.3%,12-14,46.2%,0-0,-,1,61.5%,30.8%,3.0%,3.0%,48.5%,60.4%,45.1%,52.5%,43.9%,48.2%,0.92,R32 (Savannah)
2006,21,18,3,85.7%,36-11,76.6%,266-191,58.2%,5-2,71.4%,0,,,,,,,,,,,,W (2x)
2002,31,25,6,80.6%,53-26,67.1%,428-341,55.7%,6-7,46.2%,0,,,,,,,,,,,,W (2x)
2001,29,19,10,65.5%,43-25,63.2%,360-302,54.4%,4-8,33.3%,0,,,,,,,,,,,,F (Kerrville)
2000,7,2,5,28.6%,7-11,38.9%,73-88,45.3%,0-0,-,0,,,,,,,,,,,,R16 (2x)
Career,89,64,25,71.9%,140-75,65.1%,1139-936,54.9%,15-17,46.9%,1,61.5%,30.8%,3.0%,3.0%,48.5%,60.4%,45.1%,52.5%,43.9%,48.2%,0.92,
