Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,10,Hard,36,26,10,72.2%,13,8,5,61.5%,2002,2012,SF,36,1.12,4.8%,3.5%,60.6%,68.7%,52.7%,62.4%,42.2%,61.8%,43.2%
Roland Garros,8,Clay,28,20,8,71.4%,12,7,5,58.3%,2002,2012,SF,28,1.11,3.7%,3.5%,60.0%,67.6%,52.6%,61.6%,42.7%,57.1%,42.2%
Wimbledon,8,Grass,27,19,8,70.4%,13,7,6,53.8%,2002,2012,F,27,1.07,4.4%,4.4%,59.3%,68.3%,52.5%,61.9%,41.0%,58.8%,40.0%
US Open,10,Hard,34,24,10,70.6%,20,13,7,65.0%,2001,2011,SF,31,1.11,5.5%,4.6%,57.8%,71.2%,53.4%,63.7%,40.3%,61.0%,39.6%
Olympics,2,,4,2,2,50.0%,1,1,0,100.0%,2008,2012,R16,4,1.10,6.5%,6.5%,51.7%,75.0%,50.9%,63.4%,40.5%,57.9%,61.1%
Davis Cup,10,,29,23,6,79.3%,14,9,5,64.3%,2002,2012,,0,,,,,,,,,,
Miami Masters,12,Hard,22,10,12,45.5%,7,3,4,42.9%,2000,2013,SF,22,1.00,3.8%,4.4%,57.8%,67.7%,48.4%,59.5%,40.3%,55.3%,42.0%
Buenos Aires,10,Clay,30,20,10,66.7%,12,6,6,50.0%,2001,2013,W,29,1.14,3.1%,3.5%,59.1%,67.6%,55.8%,62.7%,42.7%,51.0%,49.6%
Indian Wells Masters,10,Hard,28,18,10,64.3%,15,11,4,73.3%,2002,2013,QF,28,1.06,4.6%,4.8%,57.4%,69.8%,49.7%,61.2%,41.1%,62.4%,47.0%
Canada Masters,9,Hard,23,14,9,60.9%,8,7,1,87.5%,2002,2012,F,23,1.02,4.2%,4.7%,57.8%,70.6%,50.7%,62.2%,38.7%,59.4%,39.9%
Basel,8,Hard,31,24,7,77.4%,12,7,5,58.3%,2002,2010,W,30,1.19,6.1%,2.7%,62.4%,74.3%,55.1%,67.1%,39.1%,67.4%,48.6%
Monte Carlo Masters,8,Clay,24,16,8,66.7%,6,4,2,66.7%,2002,2010,QF,24,1.10,3.2%,4.3%,58.0%,66.3%,49.4%,59.2%,44.8%,56.5%,40.0%
