Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2013 Sao Paulo F,L vs Nadal,2.2%,0.0%,4.7%,40.0%,6.3%,12.5%,0.0%,13.0%,25.0%,2.4%,50.0%,16,11
2012 Buenos Aires SF,L vs Ferrer,0.0%,-,12.6%,72.7%,8.5%,7.7%,0.0%,4.3%,10.0%,2.6%,25.0%,-16,-23
2012 Buenos Aires R32,W vs Odesnik,0.0%,-,15.5%,87.5%,11.7%,12.1%,13.0%,8.3%,7.7%,3.9%,40.0%,22,9
2011 US Open R32,L vs Nadal,1.2%,100.0%,18.1%,71.4%,13.1%,16.3%,12.9%,7.0%,10.7%,2.2%,11.1%,55,58
2011 Australian Open R128,W vs Hewitt,1.5%,100.0%,12.2%,70.2%,10.0%,13.4%,16.7%,11.6%,13.1%,1.4%,33.3%,-15,-23
2010 Canada QF,L vs Murray,0.0%,-,11.1%,54.5%,7.5%,11.8%,0.0%,8.2%,8.3%,1.3%,50.0%,35,23
2010 Washington F,W vs Baghdatis,0.0%,-,8.3%,42.9%,9.3%,7.5%,0.0%,17.6%,31.8%,1.1%,33.3%,22,51
2010 Davis Cup World Group QF RR,W vs Youzhny,5.8%,80.0%,18.4%,72.2%,19.2%,29.7%,0.0%,11.8%,20.0%,0.4%,0.0%,78,55
2008 Paris F,L vs Tsonga,1.2%,100.0%,15.8%,75.0%,9.1%,18.5%,0.0%,15.0%,33.3%,1.8%,25.0%,-16,-16
2008 Paris SF,W vs Davydenko,1.2%,100.0%,10.4%,82.4%,14.3%,22.6%,0.0%,4.9%,0.0%,0.4%,0.0%,-52,-18
2008 Basel F,L vs Federer,5.3%,66.7%,13.0%,64.3%,17.6%,36.4%,0.0%,5.4%,18.2%,0.0%,-,-30,-32
2008 Stockholm F,W vs Soderling,0.0%,-,9.5%,66.7%,13.0%,19.0%,0.0%,15.4%,35.7%,0.5%,0.0%,31,35
2008 Indian Wells QF,L vs Fish,0.9%,100.0%,6.6%,87.5%,13.3%,30.4%,50.0%,16.4%,39.3%,0.0%,-,-35,-6
2007 Paris SF,W vs Gasquet,0.0%,-,7.2%,71.4%,20.4%,33.3%,0.0%,9.7%,11.8%,4.2%,71.4%,59,90
2007 Paris R16,W vs Federer,0.0%,-,11.0%,88.2%,12.9%,5.6%,50.0%,10.9%,20.8%,1.5%,25.0%,7,-2
2007 Paris F,W vs Nadal,0.0%,-,14.8%,76.9%,21.3%,50.0%,11.8%,16.7%,33.3%,0.5%,0.0%,53,46
2007 Madrid F,W vs Federer,1.4%,0.0%,10.3%,56.3%,10.7%,11.5%,0.0%,6.7%,12.5%,0.4%,0.0%,-28,-18
2007 Madrid SF,W vs Djokovic,0.0%,-,6.7%,100.0%,19.1%,17.6%,0.0%,20.8%,21.4%,0.0%,-,75,82
2007 Madrid QF,W vs Nadal,2.7%,100.0%,6.6%,83.3%,15.1%,19.4%,20.0%,15.4%,20.0%,0.0%,-,-10,-13
2007 Madrid R16,W vs Del Potro,1.5%,100.0%,8.8%,83.3%,13.6%,12.0%,0.0%,15.6%,39.1%,0.0%,-,58,37
Career (65 matches),,1.9%,69.4%,10.7%,69.3%,12.8%,17.0%,12.1%,9.3%,21.7%,1.4%,33.9%,-17,-17
