Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2012 Wimbledon R128,L vs Tipsarevic,103.7,,,,,119,,,,,,,87
2012 Australian Open R64,L vs Isner,102.6,,,,,121,,,,,,,82
2012 Australian Open R128,W vs Nieminen,100.5,,,,,120,,,,,,,82
2011 US Open R32,L vs Nadal,106.1,114.7,5.6,,,124,104,94.7,3.2,,,101,87
2011 US Open R64,W vs Ljubicic,103.6,109.9,8.3,,,120,87,93.0,5.1,,,109,84
2011 US Open R128,W vs Reynolds,106.0,112.6,7.6,,,125,95,98.7,4.0,,,108,91
2011 Wimbledon R32,L vs Federer,110.6,116.7,5.4,,,125,104,99.3,5.0,,,108,87
2011 Wimbledon R64,W vs Haider Maurer,109.4,114.8,4.3,,,124,105,102.0,2.6,,,111,94
2011 Australian Open R64,L vs Berankis,99.1,103.7,7.8,,,112,84,90.9,4.1,,,98,84
2011 Australian Open R128,W vs Hewitt,102.8,107.8,6.1,,,118,90,92.5,4.1,,,103,85
Career (10 matches),,104.6,111.3,6.3,,,125,84,96.3,3.9,,,111,82
