Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2013 Sao Paulo F,L vs Nadal,72.4%,47.6%,1.7%,0/1,2.56,5.6%,77.1%,44.4%,2.9%,2.50,11.1%,78.9%,53.3%,0.0%,2.61,0.0%
2012 Buenos Aires SF,L vs Ferrer,52.4%,22.7%,0.0%,0/0,1.90,0.0%,50.0%,14.3%,0.0%,1.88,0.0%,88.9%,37.5%,0.0%,1.95,0.0%
2012 Buenos Aires R32,W vs Odesnik,80.3%,59.2%,1.6%,1/0,2.06,3.0%,76.5%,53.8%,2.9%,1.92,5.6%,95.8%,65.2%,0.0%,2.23,0.0%
2011 US Open R32,L vs Nadal,80.4%,40.2%,2.0%,1/1,2.38,11.6%,87.2%,35.3%,0.0%,2.33,22.2%,70.0%,64.3%,10.0%,2.44,0.0%
2011 Australian Open R128,W vs Hewitt,73.3%,48.8%,6.8%,9/3,2.28,7.2%,68.3%,42.3%,6.7%,2.29,11.2%,86.8%,55.9%,7.4%,2.28,0.0%
2010 Canada QF,L vs Murray,66.7%,41.2%,7.8%,1/3,2.41,5.9%,58.8%,40.0%,5.9%,2.18,4.5%,87.5%,42.9%,12.5%,2.83,8.3%
2010 Washington F,W vs Baghdatis,61.3%,71.7%,6.7%,1/4,2.18,16.9%,50.0%,66.7%,0.0%,2.08,25.0%,73.8%,74.2%,11.9%,2.27,9.1%
2010 Davis Cup World Group QF RR,W vs Youzhny,60.0%,51.7%,3.0%,3/0,2.29,53.0%,48.3%,32.1%,3.4%,2.47,51.4%,82.1%,68.8%,2.6%,2.07,55.2%
2008 Paris F,L vs Tsonga,56.2%,52.0%,3.4%,2/1,1.98,24.2%,43.1%,44.0%,3.4%,1.82,35.9%,83.3%,60.0%,3.3%,2.26,4.3%
2008 Paris SF,W vs Davydenko,63.3%,56.0%,8.9%,3/4,2.10,6.3%,61.0%,48.0%,4.9%,2.04,11.8%,71.4%,64.0%,14.3%,2.17,0.0%
2008 Basel F,L vs Federer,51.1%,29.2%,4.3%,0/2,2.09,19.6%,41.4%,33.3%,6.9%,2.09,17.2%,70.6%,25.0%,0.0%,2.09,23.5%
2008 Stockholm F,W vs Soderling,55.3%,57.4%,2.4%,0/2,1.96,0.0%,42.6%,40.0%,0.0%,1.85,0.0%,87.1%,70.4%,6.5%,2.16,0.0%
2008 Indian Wells QF,L vs Fish,57.1%,51.5%,7.6%,3/6,2.40,13.6%,41.8%,53.6%,4.5%,2.28,15.8%,83.3%,50.0%,12.5%,2.51,11.6%
2007 Paris SF,W vs Gasquet,74.5%,63.2%,0.0%,0/0,1.89,25.9%,63.0%,58.8%,0.0%,1.93,28.6%,87.5%,66.7%,0.0%,1.88,25.0%
2007 Paris R16,W vs Federer,66.7%,54.5%,4.5%,3/0,2.00,40.0%,61.4%,51.9%,2.3%,2.06,40.0%,77.3%,58.8%,9.1%,1.96,40.0%
2007 Paris F,W vs Nadal,83.0%,56.4%,0.0%,0/0,1.92,13.3%,80.6%,40.0%,0.0%,1.57,28.6%,93.3%,85.7%,0.0%,2.22,0.0%
2007 Madrid F,W vs Federer,66.7%,53.7%,4.9%,3/1,2.13,53.8%,58.3%,42.9%,4.2%,2.04,45.8%,81.3%,65.4%,6.3%,2.20,60.7%
2007 Madrid SF,W vs Djokovic,56.8%,56.5%,2.5%,1/1,1.91,15.9%,55.1%,48.1%,2.0%,1.66,31.8%,70.4%,68.4%,3.7%,2.16,0.0%
2007 Madrid QF,W vs Nadal,77.4%,68.3%,0.0%,0/0,2.88,17.2%,74.3%,61.5%,0.0%,2.67,41.7%,88.2%,80.0%,0.0%,3.03,0.0%
2007 Madrid R16,W vs Del Potro,68.7%,60.9%,3.0%,2/0,2.36,17.6%,59.5%,50.0%,2.7%,2.33,30.0%,92.3%,70.8%,3.8%,2.40,0.0%
Career (65 matches),,66.9%,52.4%,4.4%,50.4%,2.22,17.5%,60.8%,45.7%,4.2%,2.18,20.5%,84.4%,59.9%,5.3%,2.27,13.2%
