Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2013,229,205,,,,,,,,,443,130,,
2012,82,635,29,1883,25,1846,35,1802,32,1756,439,130,,
2011,64,760,25,1912,19,1872,18,1866,31,1750,539,90,,
2010,27,1480,9,2004,7,1958,12,1913,,,697,50,,
2009,64,665,11,2013,9,1987,12,1950,,,275,225,,
2008,11,1725,5,2065,5,2023,4,1993,6,1897,140,410,60,1665
2007,9,1775,6,2042,6,2005,5,1976,7,1876,248,225,,
2006,8,2295,8,2008,8,1932,5,1975,5,1892,361,140,91,1558
2005,6,2370,6,2019,7,1929,7,1941,4,1908,315,150,,
2004,9,1945,8,1968,10,1891,8,1915,,,1440,5,,
2003,8,2060,10,1962,11,1885,17,1874,7,1862,120,450,73,1587
2002,12,1775,22,1916,44,1791,25,1857,11,1819,184,245,104,1510
2001,47,795,41,1858,50,1765,31,1836,,,447,81,,
2000,245,142,220,1536,210,1470,207,1495,,,605,50,,
1999,532,45,,,,,,,,,381,119,,
1998,1324,1,,,,,,,,,1127,8,,
1997,,,,,,,,,,,1313,1,,
