Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,286,187,99,65.4%,480-298,61.7%,4030-3486,53.6%,78-44,63.9%,277,78.5%,28.3%,5.3%,4.1%,58.6%,70.7%,52.3%,63.1%,40.4%,51.6%,1.09
Clay,209,138,71,66.0%,340-194,63.7%,2781-2318,54.5%,32-24,57.1%,192,74.5%,33.7%,3.6%,4.1%,59.2%,67.1%,52.0%,60.9%,42.9%,51.7%,1.10
Grass,45,31,14,68.9%,86-51,62.8%,703-625,52.9%,12-6,66.7%,43,77.4%,27.2%,4.9%,4.5%,59.8%,69.9%,52.3%,62.8%,40.0%,51.3%,1.07
Carpet,39,27,12,69.2%,60-34,63.8%,514-421,55.0%,8-12,40.0%,32,83.1%,30.3%,4.2%,2.7%,62.2%,71.0%,53.7%,64.5%,41.8%,53.0%,1.18
Grand Slams,122,86,36,70.5%,286-169,62.9%,2365-2029,53.8%,35-23,60.3%,122,77.3%,30.2%,4.7%,4.0%,59.4%,69.0%,52.8%,62.4%,41.5%,51.8%,1.11
Masters,182,113,69,62.1%,255-177,59.0%,2188-1976,52.5%,42-24,63.6%,182,75.9%,28.7%,4.6%,4.1%,58.2%,69.9%,50.4%,61.8%,40.7%,51.1%,1.06
Other Tours,234,155,79,66.2%,334-186,64.2%,2740-2257,54.8%,42-30,58.3%,228,78.8%,30.9%,4.7%,4.1%,59.3%,69.6%,53.5%,63.1%,41.4%,52.1%,1.12
Best of 5,156,111,45,71.2%,368-211,63.6%,3030-2568,54.1%,45-30,60.0%,127,77.1%,30.1%,4.6%,3.9%,59.7%,68.9%,52.7%,62.3%,41.5%,51.7%,1.10
Best of 3,423,272,151,64.3%,598-366,62.0%,4998-4282,53.9%,85-56,60.3%,417,77.4%,30.1%,4.7%,4.2%,58.8%,69.7%,52.0%,62.4%,41.1%,51.7%,1.09
Finals,24,11,13,45.8%,28-32,46.7%,277-292,48.7%,5-5,50.0%,23,73.4%,24.7%,4.2%,3.7%,59.9%,66.5%,50.9%,60.2%,39.0%,49.6%,0.98
Semi-finals,41,24,17,58.5%,58-43,57.4%,500-458,52.2%,4-7,36.4%,41,75.6%,28.6%,4.4%,3.4%,62.2%,66.4%,53.4%,61.5%,40.5%,51.0%,1.05
Quarter-finals,73,39,34,53.4%,98-83,54.1%,908-866,51.2%,18-12,60.0%,70,76.5%,26.2%,4.2%,3.3%,60.6%,69.0%,52.4%,62.5%,39.2%,50.6%,1.04
vs Righties,517,341,176,66.0%,863-521,62.4%,7181-6178,53.8%,115-74,60.8%,488,77.2%,29.9%,4.5%,4.0%,59.4%,69.4%,52.0%,62.3%,41.1%,51.6%,1.09
vs Lefties,62,42,20,67.7%,103-56,64.8%,847-672,55.8%,15-12,55.6%,56,78.4%,32.4%,5.7%,4.4%,56.0%,70.0%,54.6%,63.2%,42.1%,52.5%,1.15
vs Top 10,97,35,62,36.1%,108-156,40.9%,1173-1355,46.4%,19-17,52.8%,89,70.6%,22.1%,4.0%,4.0%,60.8%,66.1%,48.3%,59.1%,37.1%,48.2%,0.91
