Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2025 Mallorca 125 R32,L vs Sierra,63% (5/8),60% (3/5),3/6,89% (8/9),13% (1/8),1/3,0/0,1/2,0/0,0/1
2019 W25 Padova R32,L vs Caregaro,36% (4/11),50% (2/4),0/3,50% (5/10),40% (2/5),0/1,0/0,2/2,0/0,1/1
2019 W25 Obidos R32,L vs Zakarlyuk,25% (2/8),100% (2/2),1/6,75% (6/8),0% (0/6),1/2,0/0,0/0,0/0,0/0
2019 W15 Monastir QF,L vs Tauson,38% (3/8),0% (0/3),0/3,63% (5/8),20% (1/5),0/0,0/0,1/2,0/0,0/1
2019 W15 Monastir R16,W vs Lodikova,50% (7/14),86% (6/7),2/4,36% (5/14),20% (1/5),5/5,1/1,0/0,0/0,0/0
2019 W15 Monastir R32,W vs Milenkovic,63% (5/8),100% (5/5),0/1,13% (1/8),0% (0/1),2/3,0/0,0/0,0/0,0/0
2019 W15 Monastir R32,W vs Marinkovic,45% (5/11),80% (4/5),0/2,18% (2/11),0% (0/2),3/3,1/1,1/1,0/0,0/0
2019 W15 Monastir R16,L vs Temin,53% (10/19),80% (8/10),2/5,48% (11/23),9% (1/11),2/6,0/0,3/5,0/0,0/0
2019 W15 Monastir R32,W vs Zhu,60% (6/10),100% (6/6),4/4,50% (5/10),20% (1/5),3/4,0/2,0/0,0/1,0/0
2017 Sharm El Sheikh $15K R16,L vs Kerfs,23% (3/13),67% (2/3),1/3,62% (8/13),38% (3/8),2/2,1/1,0/2,0/0,0/1
2017 Sharm El Sheikh $15K R32,W vs Clerici,50% (7/14),71% (5/7),2/3,29% (4/14),25% (1/4),4/4,1/1,1/1,0/0,0/0
2017 Ortisei $15K R16,L vs Vankova,38% (3/8),67% (2/3),2/4,88% (7/8),14% (1/7),0/2,0/0,0/2,0/0,0/1
2017 Obidos $25K R16,L vs Swan,25% (2/8),0% (0/2),0/3,75% (6/8),33% (2/6),0/0,0/0,1/2,0/0,0/1
2017 Obidos $25K R32,W vs Koehler,33% (4/12),75% (3/4),0/2,25% (3/12),33% (1/3),2/2,0/0,3/3,0/0,0/0
2017 Santa Margherita Di Pula $25K R32,L vs Gorgodze,40% (4/10),50% (2/4),0/4,40% (4/10),0% (0/4),2/2,0/0,0/0,0/0,0/0
2017 Hammamet $15K QF,L vs Yudanov,13% (1/8),0% (0/1),0/4,63% (5/8),20% (1/5),0/0,0/0,1/1,0/0,0/0
2017 Hammamet $15K R16,W vs Sauvant,67% (6/9),100% (6/6),3/4,50% (5/10),20% (1/5),3/5,1/1,0/0,1/1,0/0
2017 Santa Margherita Di Pula $25K R32,L vs Lukacs,56% (5/9),80% (4/5),2/5,80% (8/10),13% (1/8),0/4,0/0,1/3,0/0,1/2
2017 Santa Margherita Di Pula $25K R32,L vs Di Sarra,0% (0/7),- (0/0),0/4,63% (5/8),0% (0/5),0/0,0/0,0/1,0/0,0/1
2017 Trieste $15K R16,L vs Scala,63% (5/8),40% (2/5),1/5,78% (7/9),14% (1/7),1/2,0/0,0/1,0/0,0/1
2025 (1 matches),,62.5%,60.0%,50.0%,88.9%,12.5%,33.3%,-,50.0%,-,0.0%
2019 (8 matches),,47.2%,78.6%,32.1%,43.5%,15.0%,66.7%,50.0%,70.0%,0.0%,50.0%
2017 (24 matches),,45.4%,69.4%,27.8%,55.3%,23.0%,60.6%,84.6%,39.1%,83.3%,10.0%
2016 (20 matches),,54.5%,79.8%,38.6%,57.2%,22.5%,67.1%,60.0%,30.4%,83.3%,25.0%
2015 (2 matches),,38.9%,85.7%,45.5%,72.2%,7.7%,40.0%,-,66.7%,-,100.0%
Career (55 matches),,48.9%,75.2%,33.7%,55.1%,20.8%,63.2%,68.8%,42.6%,76.9%,23.1%
