Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2025 Mallorca R32,L vs Sierra,0.0%,-,6.1%,62.5%,15.5%,20.0%,0.0%,6.1%,0.0%,2.7%,0.0%,36,42
Last 52 Weeks (1 matches),,0.0%,-,6.1%,62.5%,15.5%,20.0%,0.0%,6.1%,0.0%,2.7%,0.0%,36,42
Career (1 matches),,0.0%,-,6.1%,62.5%,15.5%,20.0%,0.0%,6.1%,0.0%,2.7%,0.0%,36,42
