Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,1,0,1,0.0%,0-2,0.0%,9-13,40.9%,0-0,-,1,63.6%,18.2%,4.9%,8.6%,61.7%,58.0%,48.4%,54.3%,40.8%,47.8%,0.89
Clay,48,28,20,58.3%,64-44,59.3%,531-463,53.4%,5-2,71.4%,47,61.9%,43.2%,1.3%,3.5%,65.6%,59.6%,46.9%,55.2%,47.1%,51.2%,1.05
Carpet,1,0,1,0.0%,0-2,0.0%,10-13,43.5%,0-1,0.0%,1,63.6%,27.3%,2.8%,2.8%,60.6%,65.1%,35.7%,53.5%,38.4%,45.8%,0.83
Finals,3,2,1,66.7%,5-2,71.4%,37-34,52.1%,1-0,100.0%,3,62.9%,40.0%,0.0%,4.0%,64.2%,60.7%,46.9%,55.8%,46.8%,51.1%,1.06
Semi-finals,5,3,2,60.0%,8-5,61.5%,64-56,53.3%,0-1,0.0%,5,63.3%,44.1%,1.5%,2.7%,65.8%,58.4%,49.3%,55.3%,47.0%,51.2%,1.05
Quarter-finals,8,5,3,62.5%,10-8,55.6%,82-75,52.2%,0-0,-,8,67.1%,37.2%,0.8%,3.8%,64.1%,63.2%,50.6%,58.7%,45.1%,51.5%,1.09
vs Righties,28,12,16,42.9%,30-34,46.9%,291-307,48.7%,4-2,66.7%,28,57.9%,38.9%,1.3%,4.1%,65.6%,58.2%,44.0%,53.3%,45.7%,49.5%,0.98
vs Lefties,7,3,4,42.9%,7-8,46.7%,68-72,48.6%,0-0,-,7,62.0%,34.8%,2.6%,3.0%,61.7%,59.4%,50.3%,55.9%,43.7%,49.6%,0.99
