Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
2022,858,21,,,,,,,,,,,,
2021,530,85,,,,,,,,,,,,
2020,574,64,,,,,,,,,609,81,,
2019,542,64,,,,,,,,,586,78,,
2018,786,8,,,,,,,,,,,,
2017,536,52,,,,,,,,,783,31,,
2016,389,92,,,,,,,,,436,110,,
2015,514,52,,,,,,,,,816,27,,
2014,478,56,,,,,,,,,1175,6,,
2013,669,38,,,,,,,,,875,24,,
2012,484,63,,,,,,,,,821,27,,
2011,1087,7,,,,,,,,,914,20,,
2010,932,11,,,,,,,,,930,13,,
