Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,162,99,63,61.1%,248-176,58.5%,2194-1977,52.6%,47-32,59.5%,153,79.6%,25.9%,8.4%,3.9%,56.5%,73.2%,51.5%,63.8%,39.3%,51.4%,1.08
Clay,53,22,31,41.5%,56-77,42.1%,584-659,47.0%,9-9,50.0%,51,68.1%,25.2%,6.1%,3.9%,53.8%,67.4%,48.4%,58.6%,38.9%,48.8%,0.94
Grass,37,23,14,62.2%,64-33,66.0%,529-443,54.4%,12-7,63.2%,34,81.1%,25.2%,7.7%,6.6%,59.2%,75.2%,46.3%,63.4%,39.2%,51.4%,1.07
Carpet,52,28,24,53.8%,72-61,54.1%,674-645,51.1%,17-8,68.0%,44,80.0%,21.4%,10.6%,4.5%,56.2%,75.0%,50.9%,64.4%,37.6%,50.9%,1.06
Grand Slams,61,37,24,60.7%,125-96,56.6%,1109-1009,52.4%,15-15,50.0%,61,77.8%,27.0%,7.5%,3.9%,58.4%,72.5%,48.8%,62.6%,39.9%,51.1%,1.07
Masters,72,34,38,47.2%,77-88,46.7%,772-814,48.7%,11-13,45.8%,72,73.7%,23.5%,7.7%,5.0%,53.1%,70.8%,50.7%,61.4%,37.7%,49.6%,0.98
Other Tours,155,88,67,56.8%,203-143,58.7%,1790-1622,52.5%,46-23,66.7%,149,79.9%,24.5%,8.9%,4.3%,56.5%,73.8%,50.8%,63.8%,38.9%,51.3%,1.08
Best of 5,72,45,27,62.5%,150-113,57.0%,1341-1228,52.2%,23-20,53.5%,61,77.8%,27.0%,7.5%,3.9%,58.4%,72.5%,48.8%,62.6%,39.9%,51.1%,1.07
Best of 3,232,127,105,54.7%,290-234,55.3%,2640-2496,51.4%,62-36,63.3%,221,77.9%,24.2%,8.6%,4.5%,55.4%,72.9%,50.8%,63.0%,38.5%,50.8%,1.04
Finals,6,4,2,66.7%,9-6,60.0%,74-78,48.7%,4-0,100.0%,6,76.7%,18.7%,10.8%,4.1%,55.9%,76.1%,49.0%,64.1%,35.1%,49.5%,0.98
Semi-finals,13,6,7,46.2%,17-14,54.8%,155-152,50.5%,4-2,66.7%,12,79.6%,20.1%,10.9%,4.0%,56.4%,75.4%,45.6%,62.4%,37.5%,50.0%,1.00
Quarter-finals,29,13,16,44.8%,34-36,48.6%,345-354,49.4%,7-8,46.7%,28,78.2%,20.3%,9.5%,4.2%,58.8%,72.3%,50.8%,63.4%,36.3%,49.9%,0.99
vs Righties,258,149,109,57.8%,376-290,56.5%,3392-3143,51.9%,73-47,60.8%,238,78.2%,25.5%,8.1%,4.2%,56.9%,72.5%,50.4%,63.0%,39.2%,51.0%,1.06
vs Lefties,46,23,23,50.0%,64-57,52.9%,589-581,50.3%,12-9,57.1%,44,76.0%,22.8%,8.7%,5.2%,53.1%,74.1%,49.2%,62.4%,37.9%,50.1%,1.01
vs Top 10,53,20,33,37.7%,57-82,41.0%,633-715,47.0%,9-11,45.0%,48,73.9%,20.6%,8.2%,4.5%,55.5%,70.2%,48.8%,60.7%,36.5%,48.6%,0.93
