Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,6,Hard,21,15,6,71.4%,9,5,4,55.6%,1998,2004,SF,21,1.10,8.5%,3.0%,60.0%,71.3%,52.1%,63.6%,40.1%,59.8%,36.9%
Roland Garros,9,Clay,16,7,9,43.8%,8,3,5,37.5%,1993,2004,R16,16,1.04,6.5%,3.4%,54.9%,69.6%,47.9%,59.9%,41.6%,57.6%,37.2%
Wimbledon,5,Grass,14,9,5,64.3%,8,5,3,62.5%,1998,2003,QF,14,1.04,7.0%,6.0%,59.6%,74.0%,45.1%,62.3%,39.0%,68.0%,38.4%
US Open,4,Hard,10,6,4,60.0%,5,2,3,40.0%,1997,2001,QF,10,1.09,7.4%,3.6%,57.9%,76.5%,48.2%,64.6%,38.4%,65.8%,44.1%
Olympics,1,,1,0,1,0.0%,1,1,0,100.0%,2000,2000,R64,0,,,,,,,,,,
Davis Cup,6,,16,13,3,81.3%,18,13,5,72.2%,1998,2004,,0,,,,,,,,,,
Miami Masters,7,Hard,14,7,7,50.0%,4,2,2,50.0%,1998,2004,R16,14,0.99,6.6%,5.3%,54.5%,69.5%,49.1%,60.2%,39.3%,54.4%,44.3%
Paris Masters,6,Carpet,12,6,6,50.0%,3,1,2,33.3%,1997,2002,QF,12,1.08,10.8%,5.3%,55.2%,75.1%,55.0%,66.1%,36.6%,60.0%,34.7%
Rotterdam,5,Hard,16,13,3,81.3%,7,5,2,71.4%,1998,2003,W,16,1.19,9.4%,3.9%,55.6%,77.5%,49.9%,65.2%,41.4%,66.3%,49.1%
Indian Wells Masters,5,Hard,14,9,5,64.3%,8,5,3,62.5%,1999,2004,QF,14,1.08,7.6%,3.8%,54.7%,71.4%,49.3%,61.3%,41.7%,57.4%,43.0%
Marseille,5,Hard,14,9,5,64.3%,11,6,5,54.5%,1999,2004,F,13,1.14,11.2%,3.3%,57.1%,76.4%,56.4%,67.8%,36.8%,63.3%,37.9%
Halle,5,Grass,11,6,5,54.5%,5,2,3,40.0%,1997,2003,QF,10,1.16,9.2%,7.7%,58.5%,79.6%,49.6%,67.2%,38.0%,67.4%,40.7%
