Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2009,11,4,7,36.4%,7-16,30.4%,86-125,40.8%,0-2,0.0%,11,-,-,0.1%,3.8%,72.9%,51.6%,42.2%,49.0%,43.5%,46.2%,0.85,QF (Portoroz)
2008,36,15,21,41.7%,39-44,47.0%,383-397,49.1%,4-3,57.1%,33,-,-,0.1%,3.2%,74.7%,57.8%,46.4%,54.9%,45.3%,50.0%,1.00,SF (Guangzhou)
2007,42,18,24,42.9%,45-51,46.9%,440-456,49.1%,4-8,33.3%,31,-,-,0.0%,2.1%,82.6%,54.9%,42.5%,52.8%,46.2%,49.5%,0.98,SF (Auckland)
2006,17,7,10,41.2%,14-24,36.8%,147-187,44.0%,0-3,0.0%,7,-,-,0.0%,3.1%,78.8%,54.3%,35.6%,50.3%,41.7%,46.1%,0.84,SF (Japan Open)
2005,18,5,13,27.8%,18-26,40.9%,175-211,45.3%,1-0,100.0%,3,-,-,0.0%,3.7%,73.9%,47.5%,34.7%,44.1%,41.5%,42.9%,0.74,R16 (5x)
2004,11,4,7,36.4%,9-16,36.0%,120-124,49.2%,0-5,0.0%,3,-,-,0.0%,2.1%,77.8%,60.8%,37.7%,55.6%,43.2%,48.9%,0.97,SF (Vancouver)
2003,2,0,2,0.0%,0-4,0.0%,5-24,17.2%,0-0,-,1,-,-,0.0%,5.0%,75.0%,50.0%,20.0%,42.5%,31.9%,36.8%,0.56,R128 (2x)
2002,2,0,2,0.0%,1-4,20.0%,16-26,38.1%,0-0,-,0,,,,,,,,,,,,R32 (Dubai)
2001,3,1,2,33.3%,2-5,28.6%,26-36,41.9%,0-0,-,0,,,,,,,,,,,,R16 (Nice)
Career,142,54,88,38.0%,135-190,41.5%,1398-1586,46.8%,9-21,30.0%,89,-,-,0.1%,2.8%,77.8%,55.5%,43.0%,52.7%,44.9%,48.8%,0.95,
