Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,9,Hard,15,6,9,40.0%,1,0,1,0.0%,2002,2010,R64,10,0.84,0.0%,3.2%,75.8%,53.2%,37.1%,49.3%,42.7%,38.5%,58.9%
Roland Garros,11,Clay,11,0,11,0.0%,0,0,0,-,1999,2009,R128,6,0.85,0.0%,3.4%,76.4%,48.3%,42.7%,47.0%,45.3%,57.6%,37.1%
Wimbledon,9,Grass,10,1,9,10.0%,1,1,0,100.0%,2001,2009,R128,3,0.87,0.0%,1.5%,84.8%,52.2%,47.5%,51.5%,42.3%,54.8%,31.4%
US Open,9,Hard,18,8,10,44.4%,8,3,5,37.5%,2001,2009,R64,7,0.90,0.0%,2.6%,79.7%,55.4%,42.7%,52.9%,42.5%,50.0%,56.5%
Paris,8,Carpet,17,9,8,52.9%,3,1,2,33.3%,2002,2010,R16,4,1.03,0.4%,2.1%,79.3%,57.1%,55.9%,56.8%,44.4%,48.5%,55.2%
Indian Wells,7,Hard,14,7,7,50.0%,5,5,0,100.0%,2003,2009,R64,4,0.88,0.0%,3.5%,79.4%,55.4%,24.5%,49.0%,44.6%,37.1%,53.8%
Miami,6,Hard,11,5,6,45.5%,4,2,2,50.0%,2004,2009,R64,3,0.79,1.3%,3.2%,68.8%,44.4%,44.9%,44.6%,43.9%,21.1%,66.7%
Strasbourg,6,Clay,9,3,6,33.3%,3,1,2,33.3%,2001,2008,R32,1,0.86,0.0%,2.8%,67.6%,56.3%,39.1%,50.7%,42.4%,50.0%,50.0%
Sydney,5,Hard,10,5,5,50.0%,2,1,1,50.0%,2003,2009,R32,1,0.83,0.0%,2.9%,76.5%,53.8%,37.5%,50.0%,41.7%,64.3%,42.9%
Cincinnati,5,Hard,7,2,5,28.6%,2,0,2,0.0%,2004,2009,R16,3,1.09,0.0%,3.0%,75.9%,58.5%,57.1%,58.2%,45.7%,52.6%,46.4%
