Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,98,42,56,42.9%,100-124,44.6%,994-1062,48.3%,5-15,25.0%,60,-,-,0.1%,3.0%,77.5%,56.5%,41.9%,53.2%,44.6%,48.9%,0.95
Clay,30,7,23,23.3%,20-47,29.9%,246-351,41.2%,2-5,28.6%,17,-,-,0.0%,3.4%,75.9%,50.3%,42.8%,48.5%,47.1%,47.8%,0.91
Grass,9,3,6,33.3%,10-12,45.5%,101-117,46.3%,2-0,100.0%,9,-,-,0.0%,1.8%,82.1%,57.5%,45.7%,55.4%,42.2%,48.8%,0.95
Carpet,5,2,3,40.0%,5-7,41.7%,57-56,50.4%,0-1,0.0%,3,-,-,0.0%,0.5%,81.3%,55.9%,61.5%,56.9%,45.8%,51.0%,1.06
Grand Slams,29,4,25,13.8%,17-53,24.3%,258-388,39.9%,0-4,0.0%,25,-,-,0.0%,2.8%,78.6%,52.5%,41.4%,50.2%,43.5%,46.8%,0.87
Premiers,26,8,18,30.8%,22-40,35.5%,261-312,45.5%,1-6,14.3%,19,-,-,0.3%,2.3%,78.1%,54.4%,43.0%,51.9%,44.2%,48.1%,0.92
Internationals,83,39,44,47.0%,90-93,49.2%,824-848,49.3%,8-10,44.4%,45,-,-,0.0%,3.1%,77.2%,57.9%,43.9%,54.7%,46.0%,50.3%,1.02
Semi-finals,4,0,4,0.0%,1-6,14.3%,20-41,32.8%,0-1,0.0%,2,-,-,0.0%,2.0%,82.0%,43.9%,0.0%,36.0%,29.3%,32.4%,0.46
Quarter-finals,12,4,8,33.3%,9-17,34.6%,103-128,44.6%,0-2,0.0%,6,-,-,0.3%,3.3%,77.5%,56.1%,32.9%,50.9%,41.6%,46.7%,0.85
vs Righties,125,43,82,34.4%,110-178,38.2%,1209-1440,45.6%,8-20,28.6%,79,-,-,0.1%,2.9%,77.7%,54.5%,42.5%,51.8%,44.3%,48.0%,0.92
vs Lefties,17,11,6,64.7%,25-12,67.6%,189-146,56.4%,1-1,50.0%,10,-,-,0.0%,2.4%,79.2%,64.1%,47.0%,60.5%,49.8%,54.9%,1.26
vs Top 10,11,0,11,0.0%,2-21,8.7%,64-139,31.5%,0-1,0.0%,10,-,-,0.3%,2.6%,78.0%,49.7%,35.2%,46.5%,36.6%,41.8%,0.68
