Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2025,5,2,3,40.0%,5-6,45.5%,47-54,46.5%,0-1,0.0%,5,70.0%,24.0%,3.7%,5.0%,57.2%,62.8%,50.3%,57.5%,38.7%,48.5%,0.91,R16 (2x)
Career,5,2,3,40.0%,5-6,45.5%,47-54,46.5%,0-1,0.0%,5,70.0%,24.0%,3.7%,5.0%,57.2%,62.8%,50.3%,57.5%,38.7%,48.5%,0.91,
