Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2025 Abu Dhabi R32,W vs Yuan,3.2,2.9,3.4,53.8%,64.7%,71.4%,40.0%,55.3%,8.3%,15.5,15.3,13.5,17.5
Career (1 matches),,3.2,2.9,3.4,53.8%,64.7%,71.4%,40.0%,55.3%,8.3%,15.5,15.3,13.5,17.5
