Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,6,Hard,11,5,6,45.5%,8,7,1,87.5%,2011,2022,R16,11,0.93,4.8%,3.8%,56.9%,72.3%,48.3%,62.0%,35.5%,54.3%,39.3%
Roland Garros,10,Clay,26,16,10,61.5%,8,5,3,62.5%,2011,2022,R32,26,1.09,5.7%,3.2%,58.0%,70.8%,51.7%,62.8%,40.6%,58.1%,43.2%
Wimbledon,9,Grass,20,11,9,55.0%,12,4,8,33.3%,2010,2021,R32,13,1.07,9.4%,3.1%,63.0%,74.5%,53.0%,66.6%,35.9%,59.2%,37.9%
US Open,5,Hard,10,5,5,50.0%,7,5,2,71.4%,2013,2020,R32,10,0.93,7.7%,4.4%,58.4%,69.6%,47.2%,60.2%,37.1%,61.7%,41.3%
Olympics,1,,1,0,1,0.0%,1,1,0,100.0%,2016,2016,R64,1,0.71,7.4%,4.4%,48.5%,66.7%,54.3%,60.3%,28.1%,62.5%,25.0%
Davis Cup,4,,7,7,0,100.0%,0,0,0,-,2013,2016,,3,1.52,6.5%,3.4%,57.2%,76.6%,57.6%,68.5%,48.0%,57.9%,45.7%
Moscow,9,Hard,15,6,9,40.0%,4,2,2,50.0%,2009,2017,QF,15,1.03,6.3%,3.3%,57.6%,68.8%,49.5%,60.6%,40.7%,54.7%,35.8%
Barcelona,6,Clay,15,9,6,60.0%,8,5,3,62.5%,2011,2021,QF,15,1.06,5.5%,2.8%,55.5%,71.4%,49.7%,61.7%,40.4%,55.2%,45.1%
Casablanca,4,Clay,14,9,5,64.3%,2,2,0,100.0%,2011,2015,QF,14,1.20,3.4%,2.9%,52.3%,67.9%,53.3%,60.9%,46.9%,47.9%,46.2%
Eastbourne,4,Grass,13,9,4,69.2%,6,3,3,50.0%,2010,2017,R16,13,1.21,9.9%,2.2%,62.0%,74.0%,53.7%,66.3%,40.9%,66.7%,52.6%
St. Petersburg,4,Hard,6,2,4,33.3%,6,1,5,16.7%,2009,2017,R16,6,1.01,6.1%,4.8%,56.6%,72.7%,54.8%,64.9%,35.4%,53.3%,28.0%
Halle,4,Grass,6,2,4,33.3%,1,0,1,0.0%,2011,2017,R32,6,1.00,7.2%,4.9%,56.1%,76.5%,52.9%,66.1%,33.7%,71.1%,53.8%
