Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2016 Canada R64,L vs Harrison,29.5%,34.1%,37.0%,33.2%,50.0%,60.0%,50.0%,58.0%,37.5%,75.0%,0.0%,15.0%,15.0%,29.4%,19
2016 Miami R16,L vs Kyrgios,29.7%,50.0%,56.1%,37.5%,37.8%,64.9%,56.5%,51.4%,21.4%,26.1%,0.0%,21.7%,34.8%,55.6%,86
2016 Miami R32,W vs Mannarino,27.6%,42.1%,49.1%,33.7%,37.2%,55.8%,51.9%,47.9%,55.6%,52.0%,33.3%,16.1%,25.8%,46.2%,13
2016 Miami R64,W vs Wawrinka,33.9%,41.9%,59.5%,38.2%,48.4%,58.1%,68.8%,57.1%,47.4%,41.7%,50.0%,22.2%,29.6%,52.4%,95
2016 Indian Wells R32,L vs Wawrinka,24.2%,38.7%,59.1%,33.7%,30.3%,51.5%,60.9%,48.2%,31.3%,58.8%,-,19.2%,26.9%,57.1%,29
2016 Indian Wells R64,W vs Chardy,31.6%,43.9%,55.6%,37.2%,40.7%,55.6%,50.0%,52.6%,30.8%,42.9%,50.0%,25.9%,37.0%,60.0%,72
2016 Marseille QF,L vs Cilic,36.8%,45.6%,44.1%,43.3%,47.1%,61.8%,61.1%,57.9%,38.9%,62.5%,100.0%,23.8%,23.8%,25.0%,53
2015 Manerbio CH R32,W vs Veic,37.2%,51.2%,66.7%,40.7%,54.5%,68.2%,70.0%,61.4%,50.0%,21.4%,0.0%,22.2%,38.9%,64.3%,72
2015 Rotterdam R32,L vs Raonic,26.6%,42.6%,49.2%,33.6%,30.9%,52.7%,57.9%,42.9%,22.2%,39.3%,33.3%,25.8%,35.5%,34.8%,-32
2014 Halle R32,L vs Brown,29.0%,41.9%,37.5%,36.0%,31.4%,45.7%,50.0%,43.7%,30.0%,40.0%,0.0%,30.4%,43.5%,18.8%,145
2013 Rome R32,L vs Del Potro,13.2%,17.0%,48.9%,17.5%,17.9%,21.4%,47.8%,26.1%,46.7%,53.8%,0.0%,8.3%,12.5%,50.0%,-30
Career (11 matches),,28.8%,41.1%,50.9%,34.9%,37.5%,54.0%,56.1%,48.9%,36.4%,45.5%,36.4%,21.0%,29.5%,45.3%,67
