Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2024,,,,,,,,,,,1012,32,,
2023,1369,3,,,,,,,,,,,,
2022,441,94,195,1557,187,1516,150,1568,136,1512,,,,
2021,264,228,147,1617,137,1576,111,1621,110,1556,,,,
2020,517,63,,,,,,,,,,,,
2017,107,546,83,1730,99,1651,52,1745,73,1617,156,465,91,1598
2016,46,970,37,1847,37,1787,38,1790,35,1729,243,295,102,1573
2015,79,663,61,1771,65,1709,47,1745,57,1669,257,269,,
2014,92,580,111,1670,118,1601,97,1637,65,1631,246,298,,
2013,134,427,161,1594,175,1518,144,1571,121,1546,282,225,125,1454
2012,78,660,91,1708,200,1480,65,1716,80,1619,230,289,,
2011,222,217,251,1482,293,1357,205,1480,181,1444,375,148,,
2010,231,208,294,1433,309,1343,263,1410,173,1452,376,149,,
2009,301,140,,,,,,,,,416,122,,
2008,774,20,,,,,,,,,,,,
