Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2020 US Open R64,L vs Khachanov,105.1,111.0,9.0,113.6,106.1,123,78,93.4,4.9,95.0,,103,82
2017 US Open R128,L vs Lopez,102.1,110.6,7.7,115.1,104.0,123,92,89.7,4.4,87.4,90.5,99,81
2017 Roland Garros R128,L vs Murray,103.3,112.2,6.8,115.3,106.6,123,95,92.3,5.2,98.2,90.7,101,78
2017 Australian Open R128,L vs Nishikori,101.6,110.4,7.9,115.3,106.3,123,90,90.1,7.1,92.9,88.8,103,77
2016 US Open R32,L vs Nadal,101.2,110.8,9.1,111.4,109.5,125,88,90.2,5.7,89.0,,102,77
2016 Wimbledon R32,L vs Nishikori,109.1,115.3,7.4,118.6,112.4,126,90,95.0,6.7,97.4,94.0,107,78
2016 Roland Garros R64,L vs Nishikori,104.1,113.6,10.4,,,123,63,91.4,7.0,,,105,78
2016 Roland Garros R128,W vs Becker,103.4,113.0,5.0,,,121,98,89.7,5.8,,,98,75
2016 Australian Open R16,L vs Monfils,105.1,114.3,9.0,,,125,88,90.5,6.5,,,103,75
2016 Australian Open R32,W vs Sela,108.0,116.7,8.7,,,126,91,93.0,6.4,,,105,77
2016 Australian Open R64,W vs Chardy,104.4,111.4,7.3,,,124,95,91.9,8.2,,,105,77
2015 Roland Garros R32,L vs Nadal,103.6,112.2,8.1,,,124,86,92.1,4.7,,,101,83
2015 Roland Garros R64,W vs Melzer,103.7,111.5,6.8,,,123,95,91.8,4.7,,,103,79
2015 Australian Open R64,L vs Djokovic,100.6,111.7,7.1,,,125,97,89.2,5.7,,,98,74
2014 US Open R32,L vs Murray,100.9,108.5,7.2,,,121,84,88.4,6.8,,,98,76
2014 US Open R64,W vs Verdasco,102.0,109.2,9.9,,,123,69,88.1,5.0,,,102,77
2014 US Open R128,W vs Klahn,99.2,107.8,8.6,,,122,90,85.3,5.0,,,96,75
2014 Wimbledon R32,L vs Mayer,106.2,114.3,5.5,,,123,101,94.2,4.7,,,103,84
2014 Wimbledon R64,W vs Ferrer,98.0,106.7,7.4,,,119,88,82.1,6.3,,,93,68
2014 Wimbledon R128,W vs Evans,98.7,108.5,7.1,,,121,90,81.7,8.9,,,98,65
Career (22 matches),,102.5,111.2,7.9,115.3,107.5,126,63,89.7,6.0,93.3,90.1,107,65
