Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,91,42,49,46.2%,115-119,49.1%,1115-1142,49.4%,19-18,51.4%,85,76.0%,22.1%,6.9%,4.1%,57.2%,71.8%,49.6%,62.3%,37.1%,49.5%,0.98
Clay,69,30,39,43.5%,71-95,42.8%,759-842,47.4%,13-12,52.0%,69,73.2%,22.3%,4.6%,3.4%,57.2%,69.3%,49.0%,60.6%,37.8%,49.0%,0.96
Grass,20,7,13,35.0%,26-38,40.6%,315-328,49.0%,4-9,30.8%,20,82.2%,17.2%,9.6%,3.2%,61.8%,73.8%,51.7%,65.3%,35.1%,49.9%,1.01
Grand Slams,39,18,21,46.2%,67-75,47.2%,677-703,49.1%,14-9,60.9%,39,75.8%,22.5%,7.3%,3.8%,59.7%,71.4%,48.7%,62.3%,37.0%,49.7%,0.98
Masters,22,8,14,36.4%,20-28,41.7%,229-249,47.9%,2-6,25.0%,22,78.7%,18.9%,5.3%,4.2%,55.0%,71.9%,52.1%,63.0%,35.3%,49.1%,0.96
Other Tours,112,46,66,41.1%,105-147,41.7%,1151-1289,47.2%,20-24,45.5%,110,75.0%,20.5%,6.2%,3.6%,57.4%,70.7%,49.3%,61.6%,37.0%,49.0%,0.96
Best of 5,45,24,21,53.3%,85-77,52.5%,797-769,50.9%,14-9,60.9%,42,76.4%,23.8%,7.2%,3.7%,59.6%,71.7%,49.3%,62.7%,37.9%,50.2%,1.01
Best of 3,135,55,80,40.7%,127-175,42.1%,1392-1543,47.4%,22-30,42.3%,132,75.6%,20.2%,6.0%,3.7%,57.0%,70.9%,49.8%,61.8%,36.7%,49.0%,0.96
Semi-finals,3,0,3,0.0%,1-6,14.3%,25-40,38.5%,0-1,0.0%,2,77.8%,0.0%,6.1%,2.3%,58.8%,64.9%,55.6%,61.1%,28.5%,44.4%,0.73
Quarter-finals,14,3,11,21.4%,9-24,27.3%,124-177,41.2%,1-1,50.0%,14,66.7%,16.4%,6.3%,3.7%,56.4%,70.3%,41.8%,57.9%,36.0%,46.4%,0.85
vs Righties,147,60,87,40.8%,168-208,44.7%,1763-1885,48.3%,29-36,44.6%,142,75.8%,21.0%,6.4%,3.5%,57.6%,71.2%,49.9%,62.1%,36.9%,49.2%,0.97
vs Lefties,32,18,14,56.3%,42-44,48.8%,414-422,49.5%,7-3,70.0%,32,76.1%,23.3%,6.5%,4.6%,58.8%,71.3%,48.6%,61.9%,38.1%,50.1%,1.00
vs Top 10,19,2,17,10.5%,13-45,22.4%,216-323,40.1%,2-4,33.3%,19,64.2%,17.2%,4.9%,3.5%,55.4%,66.7%,45.4%,57.2%,34.3%,45.5%,0.80
