Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2016 Canada R64,L vs Harrison,0.0%,-,3.6%,33.3%,7.3%,20.0%,0.0%,0.0%,0.0%,0.0%,-,95,80
2016 Miami R16,L vs Kyrgios,0.0%,-,3.7%,80.0%,25.5%,14.3%,0.0%,18.2%,62.5%,0.0%,-,53,35
2016 Miami R32,W vs Mannarino,1.5%,0.0%,10.4%,52.9%,10.6%,5.3%,25.0%,14.0%,25.0%,0.7%,0.0%,46,32
2016 Miami R64,W vs Wawrinka,7.3%,100.0%,9.9%,100.0%,3.5%,7.7%,0.0%,9.7%,12.5%,0.6%,100.0%,24,46
2016 Indian Wells R32,L vs Wawrinka,5.2%,66.7%,15.3%,66.7%,14.5%,0.0%,0.0%,6.7%,0.0%,1.0%,50.0%,-14,-39
2016 Indian Wells R64,W vs Chardy,0.0%,-,4.4%,80.0%,29.3%,41.7%,0.0%,16.7%,60.0%,0.0%,-,9,44
2016 Marseille QF,L vs Cilic,3.8%,100.0%,8.5%,77.8%,9.5%,20.0%,0.0%,14.3%,50.0%,0.0%,-,46,28
2015 Manerbio CH R32,W vs Veic,0.0%,-,5.1%,100.0%,26.4%,23.1%,0.0%,13.0%,28.6%,0.7%,0.0%,30,51
2015 Rotterdam R32,L vs Raonic,0.0%,-,8.8%,56.3%,18.4%,14.3%,0.0%,26.2%,60.0%,0.0%,-,80,-5
2014 Halle R32,L vs Brown,0.0%,-,8.8%,60.0%,32.1%,20.0%,0.0%,20.0%,25.0%,0.0%,-,100,38
2013 Rome R32,L vs Del Potro,0.0%,-,6.6%,57.1%,9.3%,22.2%,0.0%,7.5%,23.1%,2.4%,60.0%,11,-26
Career (11 matches),,1.6%,80.0%,8.1%,68.5%,15.4%,16.3%,12.0%,13.0%,31.5%,0.6%,45.5%,38,21
