Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2016 ITF Guiyang F,W vs Guo,15.3%,24.3%,47.6%,16.1%,29.0%,55.8%,51.9%,31.4%,50.0%,17.9%,23.1%,34.4%,9.1%,47.1%,100.0%,56
Career (1 matches),,15.3%,24.3%,47.6%,16.1%,29.0%,55.8%,51.9%,31.4%,50.0%,17.9%,23.1%,34.4%,9.1%,47.1%,100.0%,56
