Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,3,Hard,6,3,3,50.0%,0,0,0,-,2017,2019,Q3,3,0.96,0.5%,6.9%,58.5%,47.3%,52.6%,49.5%,48.5%,40.0%,48.3%
Roland Garros,3,Clay,4,1,3,25.0%,0,0,0,-,2017,2019,Q2,1,0.73,0.0%,4.7%,47.7%,43.9%,53.3%,48.8%,37.5%,33.3%,42.9%
Wimbledon,2,Grass,4,2,2,50.0%,2,1,1,50.0%,2018,2019,Q2,2,1.04,1.5%,4.5%,65.2%,60.5%,40.6%,53.5%,48.2%,58.6%,48.0%
US Open,3,Hard,3,0,3,0.0%,0,0,0,-,2015,2017,Q1,0,,,,,,,,,,
Fed Cup,10,,27,15,12,55.6%,5,4,1,80.0%,2010,2020,,11,1.10,1.7%,12.3%,52.1%,63.0%,45.0%,54.4%,50.1%,50.0%,50.5%
Tashkent,10,Hard,14,4,10,28.6%,1,0,1,0.0%,2009,2019,R16,13,0.88,1.2%,8.7%,55.6%,57.3%,38.7%,49.1%,44.7%,50.0%,55.7%
Zhengzhou,3,Hard,5,2,3,40.0%,2,1,1,50.0%,2017,2019,R16,5,0.91,0.7%,10.5%,58.4%,59.9%,37.7%,50.7%,44.8%,44.6%,46.3%
Anning,2,Clay,3,1,2,33.3%,0,0,0,-,2018,2019,R16,3,0.88,0.5%,12.4%,55.0%,54.2%,37.8%,46.8%,47.0%,45.7%,56.0%
Taipei,2,Hard,3,1,2,33.3%,1,1,0,100.0%,2017,2018,R32,3,0.87,2.5%,5.7%,61.0%,55.7%,37.1%,48.4%,44.6%,41.7%,35.0%
Mumbai,2,Hard,6,4,2,66.7%,3,3,0,100.0%,2017,2018,SF,6,1.03,0.5%,8.0%,54.9%,65.6%,45.4%,56.5%,44.9%,38.5%,54.8%
Moscow,2,Hard,3,1,2,33.3%,1,0,1,0.0%,2017,2018,Q2,3,0.88,0.0%,9.1%,52.1%,51.8%,43.8%,47.9%,45.6%,39.3%,60.9%
