Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
02-Jun-2025,Tyler CH,Hard,Q2,439,401,(5) Yibing Wu [CHN] d. (9) Cressy,7-5 0-0 RET,0.63,10.3%,15.4%,46.2%,77.8%,33.3%,3/5,0:51
02-Jun-2025,Tyler CH,Hard,Q1,439,517,(9) Cressy d. Alex Martinez [ESP],4-6 7-5 6-4,0.93,6.5%,7.6%,66.3%,78.7%,41.9%,1/3,2:08
26-May-2025,Little Rock CH,Hard,Q2,439,404,(4) Adria Soriano Barrera [COL] d. (7) Cressy,6-7(4) 6-4 6-2,0.69,7.7%,12.5%,62.5%,67.7%,46.2%,4/7,2:38
26-May-2025,Little Rock CH,Hard,Q1,439,517,(7) Cressy d. Alex Martinez [ESP],6-2 6-4,1.39,7.0%,12.3%,59.6%,76.5%,43.5%,2/4,1:36
12-May-2025,Oeiras 5 CH,Clay,Q1,444,803,(Alt) Pietro Fellin [ITA] d. (7) Cressy,6-2 6-7(6) 7-6(1),0.81,7.7%,11.1%,58.1%,64.7%,51.0%,5/9,2:55
14-Apr-2025,San Luis Potosi CH,Clay,R32,360,434,Tom Paris [FRA] d. Cressy,6-3 6-4,0.70,15.3%,16.9%,50.8%,73.3%,48.3%,4/6,1:25
07-Apr-2025,Mexico City CH,Clay,R32,319,256,Nicolas Mejia [COL] d. (Alt) Cressy,7-6(3) 6-3,0.58,8.3%,9.7%,55.6%,75.0%,46.9%,4/6,1:42
31-Mar-2025,Cuernavaca CH,Hard,R32,321,497,(Q) Max Wiskandt [GER] d. Cressy,7-6(2) 7-5,0.71,10.5%,15.1%,50.0%,65.1%,48.8%,3/6,1:57
24-Mar-2025,Morelia CH,Hard,Q1,322,630,Evan Zhu [USA] d. (6) Cressy,6-4 3-6 6-0,0.76,15.9%,23.9%,47.7%,73.8%,43.5%,4/8,1:57
03-Mar-2025,Thionville CH,Hard,Q2,323,522,(Alt) Florian Broska [GER] d. (5) Cressy,4-6 6-2 6-4,0.71,8.1%,17.2%,52.5%,65.4%,46.8%,5/9,1:56
03-Mar-2025,Thionville CH,Hard,Q1,323,878,(5) Cressy d. Naoya Honda [JPN],7-6(7) 7-6(6),1.11,7.4%,14.8%,64.2%,84.6%,31.0%,3/5,1:50
28-Oct-2024,Bratislava 2 CH,Hard,Q1,227,540,(WC) Milos Karol [SVK] d. (11) Cressy,7-6(1) 6-1,0.51,7.3%,5.5%,78.2%,62.8%,50.0%,0/2,1:15
14-Oct-2024,Almaty,Hard,Q1,229,198,(8) Alibek Kachmazov [RUS] d. Cressy,4-6 6-3 2-0 RET,0.75,10.9%,9.1%,69.1%,71.1%,47.1%,1/3,1:25
