Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2024 Newport R32,W vs Albot,2.8,1.9,3.6,49.4%,55.9%,22.2%,50.0%,46.8%,42.6%,-3.5,-4.2,5.0,8.9
2023 Newport R32,L vs Michelsen,2.7,2.1,3.3,46.5%,55.6%,37.5%,100.0%,38.0%,41.8%,-5.5,-13.1,-4.5,-7.9
2023 Queens Club R32,L vs Rune,2.3,1.8,2.9,51.1%,35.7%,0.0%,75.0%,45.6%,42.9%,1.0,2.1,1.0,3.1
2023 Madrid R128,L vs Wawrinka,2.3,2.1,2.5,46.9%,46.2%,66.7%,0.0%,42.9%,19.2%,1.0,3.4,-10.0,-23.8
2023 Monte Carlo R64,L vs Berrettini,2.2,2.0,2.4,41.8%,46.7%,40.0%,-,51.6%,6.7%,-4.0,-14.8,-2.5,-8.9
2023 Rotterdam R32,W vs Van Rijthoven,2.0,1.8,2.3,53.8%,52.9%,0.0%,-,51.4%,27.8%,-5.0,-17.2,-5.5,-22.9
2023 Montpellier F,L vs Sinner,2.7,2.1,3.3,45.1%,52.0%,0.0%,0.0%,47.3%,14.6%,-2.0,-6.5,-5.5,-13.8
2023 Montpellier SF,W vs Rune,2.8,2.0,3.5,54.6%,47.1%,33.3%,16.7%,41.1%,37.5%,-4.0,-10.0,-3.0,-5.5
2023 Australian Open R64,L vs Rune,2.2,2.0,2.3,45.5%,40.7%,40.0%,100.0%,38.9%,21.8%,2.0,8.3,-9.5,-22.1
2022 Paris R32,L vs Djokovic,2.8,2.4,3.4,47.4%,27.3%,30.0%,33.3%,42.1%,47.7%,-2.0,-6.5,-3.0,-13.0
2022 Paris R64,W vs Schwartzman,4.2,2.0,6.2,67.8%,52.4%,33.3%,37.5%,51.4%,52.3%,1.5,1.7,-6.5,-15.9
2022 Astana R32,L vs Khachanov,2.9,2.4,3.4,45.9%,52.0%,28.6%,0.0%,37.1%,45.9%,-0.5,-1.7,-8.5,-25.8
2022 Tel Aviv QF,L vs Lestienne,2.7,2.0,3.2,53.4%,36.4%,28.6%,25.0%,48.0%,57.7%,-12.5,-21.9,-3.0,-9.7
2022 Tel Aviv R16,W vs Korda,2.4,1.5,3.3,57.9%,47.1%,20.0%,33.3%,32.6%,51.6%,1.0,4.2,0.5,1.6
2022 Winston Salem R32,W vs Duckworth,3.4,1.4,5.0,56.3%,69.2%,0.0%,70.0%,44.1%,50.6%,4.5,7.3,-0.5,-1.3
2022 Winston Salem QF,L vs Mannarino,2.8,1.7,4.0,43.3%,50.0%,20.0%,66.7%,54.8%,57.1%,-8.5,-15.5,-2.5,-10.4
2022 Canada R64,W vs Karatsev,2.9,1.8,4.0,52.4%,60.0%,55.6%,66.7%,44.5%,45.9%,3.0,8.3,1.5,4.5
2022 Washington R16,L vs Rublev,2.1,1.5,2.6,51.3%,50.0%,0.0%,0.0%,34.8%,26.7%,-6.0,-22.2,-5.5,-12.8
2022 Newport F,W vs Bublik,2.5,2.0,3.0,53.4%,46.7%,28.6%,25.0%,44.6%,50.7%,3.0,7.3,0.5,1.5
2022 Newport SF,W vs Isner,2.2,1.6,2.7,59.8%,47.4%,0.0%,50.0%,29.4%,26.7%,3.0,13.6,2.5,6.0
Career (39 matches),,2.6,2.1,3.2,50.4%,49.8%,31.3%,45.2%,45.3%,38.8%,-2.0,-4.6,-1.6,-3.9
