Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
5,Arthur Rinderknech [FRA],2,3,40.0%,4,1,3,25.0%,2020,2024,5,0.84,17.7%,12.8%,58.6%,77.9%,53.5%,67.8%,27.1%,72.7%,35.3%
5,Holger Rune [DEN],1,4,20.0%,4,1,3,25.0%,2021,2023,5,0.77,11.7%,14.2%,56.7%,77.2%,46.0%,63.7%,28.1%,51.6%,46.2%
4,Geoffrey Blancaneaux [FRA],4,0,100.0%,3,2,1,66.7%,2021,2024,4,1.20,14.5%,9.7%,63.7%,77.3%,60.0%,71.0%,34.9%,64.3%,31.0%
4,Brayden Schnur [CAN],0,4,0.0%,1,0,1,0.0%,2019,2023,4,0.79,15.3%,11.0%,61.5%,71.9%,39.7%,59.5%,32.2%,53.3%,27.8%
4,Emil Ruusuvuori [FIN],1,3,25.0%,0,0,0,-,2019,2023,4,0.78,16.7%,6.6%,65.8%,74.7%,46.2%,64.9%,27.4%,30.8%,36.4%
4,Daniel Evans [GBR],2,2,50.0%,2,1,1,50.0%,2019,2022,4,1.03,13.9%,8.2%,62.2%,76.5%,53.5%,67.8%,33.2%,72.0%,38.9%
3,Pierre Hugues Herbert [FRA],1,2,33.3%,3,2,1,66.7%,2020,2024,3,0.89,17.0%,18.6%,56.7%,82.9%,42.1%,65.2%,31.1%,41.7%,23.1%
3,Alex Michelsen [USA],1,2,33.3%,1,1,0,100.0%,2023,2024,3,1.02,16.8%,11.2%,55.6%,84.9%,48.4%,68.7%,32.1%,66.7%,21.4%
3,Marc Andrea Huesler [SUI],2,1,66.7%,3,0,3,0.0%,2021,2024,3,0.96,14.5%,12.7%,62.9%,76.9%,44.1%,64.7%,34.0%,57.1%,36.0%
3,Hugo Grenier [FRA],1,2,33.3%,0,0,0,-,2024,2024,3,1.00,13.9%,11.1%,63.9%,71.7%,38.5%,59.7%,40.3%,57.1%,34.6%
3,Hiroki Moriya [JPN],3,0,100.0%,0,0,0,-,2021,2024,3,1.38,24.8%,11.9%,59.5%,78.4%,51.8%,67.6%,44.6%,75.0%,35.7%
3,Marton Fucsovics [HUN],1,2,33.3%,3,3,0,100.0%,2022,2024,3,0.71,7.3%,11.2%,56.0%,70.3%,50.0%,61.4%,27.4%,45.0%,50.0%
3,Felix Auger Aliassime [CAN],1,2,33.3%,6,2,4,33.3%,2022,2024,3,0.98,14.4%,10.6%,60.8%,79.9%,53.2%,69.4%,29.8%,95.0%,25.0%
3,Tomas Machac [CZE],2,1,66.7%,3,2,1,66.7%,2021,2023,3,0.95,17.3%,9.2%,60.7%,81.6%,47.4%,68.1%,30.2%,70.6%,70.0%
3,J J Wolf [USA],1,2,33.3%,1,0,1,0.0%,2019,2023,3,1.20,24.1%,6.2%,62.3%,81.2%,59.0%,72.8%,32.6%,66.7%,50.0%
