Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,5,Hard,11,6,5,54.5%,10,6,4,60.0%,2020,2024,R16,11,1.03,18.2%,9.4%,60.8%,79.4%,55.3%,69.9%,31.0%,67.6%,37.7%
Roland Garros,5,Clay,5,0,5,0.0%,4,0,4,0.0%,2020,2024,R128,5,0.85,17.9%,14.6%,58.2%,76.5%,43.6%,62.7%,31.8%,67.3%,34.6%
Wimbledon,4,Grass,9,5,4,55.6%,14,6,8,42.9%,2021,2024,R64,9,1.06,15.6%,9.3%,62.9%,80.0%,54.7%,70.6%,31.3%,66.0%,29.9%
US Open,6,Hard,14,8,6,57.1%,9,5,4,55.6%,2019,2024,R64,14,1.06,18.1%,11.0%,59.2%,79.7%,50.2%,67.7%,34.2%,53.3%,42.0%
Washington,4,Hard,8,4,4,50.0%,3,1,2,33.3%,2021,2024,R16,8,1.12,16.5%,14.2%,56.3%,78.3%,48.6%,65.3%,38.8%,60.0%,50.0%
Atlanta,2,Hard,4,2,2,50.0%,2,0,2,0.0%,2023,2024,R16,4,1.06,23.5%,11.9%,63.9%,80.3%,54.1%,70.9%,31.0%,78.9%,43.8%
Newport,5,Grass,11,7,4,63.6%,6,3,3,50.0%,2019,2024,W,11,1.13,18.8%,12.1%,55.9%,83.6%,50.0%,68.8%,35.2%,63.5%,37.5%
Stuttgart,2,Grass,3,1,2,33.3%,5,2,3,40.0%,2022,2024,R32,3,1.35,18.2%,9.9%,64.0%,86.4%,59.3%,76.7%,31.4%,25.0%,21.7%
Indian Wells Masters,4,Hard,7,3,4,42.9%,6,1,5,16.7%,2021,2024,R64,7,1.05,19.6%,10.7%,57.3%,74.7%,52.2%,65.1%,36.8%,63.5%,35.5%
Dubai,2,Hard,2,0,2,0.0%,1,0,1,0.0%,2023,2024,R32,2,0.72,17.7%,20.6%,52.6%,78.3%,39.8%,60.0%,28.9%,73.7%,33.3%
