Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,66,29,37,43.9%,78-94,45.3%,928-927,50.0%,23-39,37.1%,66,88.8%,11.8%,18.3%,10.6%,60.2%,79.1%,53.7%,69.0%,30.3%,49.8%,0.98
Clay,11,1,10,9.1%,7-22,24.1%,120-167,41.8%,3-4,42.9%,11,74.8%,9.3%,12.2%,12.7%,60.2%,72.8%,43.5%,61.1%,29.5%,45.7%,0.76
Grass,24,13,11,54.2%,34-31,52.3%,362-342,51.4%,10-14,41.7%,24,88.2%,14.9%,15.7%,11.0%,60.1%,80.4%,51.2%,68.8%,32.7%,50.6%,1.05
Grand Slams,18,8,10,44.4%,30-37,44.8%,362-363,49.9%,11-13,45.8%,18,87.8%,11.2%,18.0%,10.1%,59.8%,78.5%,54.3%,68.8%,30.7%,49.9%,0.98
Masters,16,3,13,18.8%,11-27,28.9%,184-217,45.9%,2-10,16.7%,16,82.4%,11.7%,14.7%,12.8%,56.8%,76.4%,48.8%,64.5%,30.6%,47.6%,0.86
Other Tours,67,32,35,47.8%,78-83,48.4%,864-856,50.2%,23-34,40.4%,67,88.1%,13.0%,17.2%,10.8%,61.2%,79.4%,51.9%,68.7%,30.9%,49.9%,0.99
Best of 5,18,8,10,44.4%,30-37,44.8%,362-363,49.9%,11-13,45.8%,18,87.8%,11.2%,18.0%,10.1%,59.8%,78.5%,54.3%,68.8%,30.7%,49.9%,0.98
Best of 3,83,35,48,42.2%,89-110,44.7%,1048-1073,49.4%,25-44,36.2%,83,87.0%,12.8%,16.7%,11.2%,60.4%,78.9%,51.2%,67.9%,30.9%,49.4%,0.96
Finals,4,1,3,25.0%,3-7,30.0%,48-60,44.4%,2-3,40.0%,4,84.0%,7.5%,13.1%,9.2%,65.1%,73.7%,52.6%,66.4%,24.8%,46.3%,0.74
Semi-finals,4,4,0,100.0%,8-3,72.7%,69-56,55.2%,3-2,60.0%,4,98.4%,10.2%,20.2%,7.0%,63.2%,83.8%,61.3%,75.5%,29.6%,52.6%,1.21
Quarter-finals,8,4,4,50.0%,9-9,50.0%,103-103,50.0%,3-5,37.5%,8,90.8%,11.0%,20.8%,11.1%,60.9%,82.3%,51.0%,70.0%,29.6%,49.6%,0.99
vs Righties,86,37,49,43.0%,104-127,45.0%,1224-1247,49.5%,33-47,41.3%,86,87.0%,12.4%,16.6%,10.9%,59.8%,78.9%,52.1%,68.1%,30.8%,49.5%,0.97
vs Lefties,14,5,9,35.7%,13-20,39.4%,174-186,48.3%,3-10,23.1%,14,88.4%,10.3%,19.7%,10.9%,62.6%,77.9%,50.7%,67.7%,30.3%,49.1%,0.94
vs Top 10,12,2,10,16.7%,7-26,21.2%,172-207,45.4%,4-12,25.0%,12,89.1%,3.8%,14.5%,10.8%,60.4%,76.7%,53.6%,67.6%,26.0%,47.7%,0.80
