Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2024 Newport R32,W vs Albot,77.9%,53.7%,6.6%,3/5,1.41,8.0%,80.3%,49.1%,5.6%,1.35,10.7%,80.9%,60.5%,8.5%,1.50,4.5%
2023 Newport R32,L vs Michelsen,66.4%,42.5%,4.5%,3/2,1.43,1.9%,67.7%,40.9%,3.1%,1.47,0.0%,67.4%,44.8%,7.0%,1.38,3.8%
2023 Queens Club R32,L vs Rune,57.3%,46.8%,3.7%,1/2,1.23,5.9%,55.7%,41.2%,3.3%,1.50,5.9%,68.4%,61.5%,5.3%,100.0%,5.9%
2023 Madrid R128,L vs Wawrinka,49.0%,38.3%,4.2%,1/3,1.27,45.7%,35.2%,42.1%,5.6%,1.25,58.6%,68.3%,35.7%,2.4%,1.33,23.5%
2023 Monte Carlo R64,L vs Berrettini,56.6%,43.3%,17.0%,1/8,1.34,21.9%,57.1%,45.8%,14.3%,1.24,23.5%,66.7%,33.3%,33.3%,1.47,20.0%
2023 Rotterdam R32,W vs Van Rijthoven,44.6%,39.4%,9.5%,4/3,1.28,30.6%,46.8%,22.7%,10.6%,1.36,40.0%,45.8%,72.7%,8.3%,100.0%,18.8%
2023 Montpellier F,L vs Sinner,67.2%,26.8%,11.5%,5/2,1.44,0.0%,65.8%,20.0%,10.5%,1.39,0.0%,72.7%,37.5%,13.6%,1.56,0.0%
2023 Montpellier SF,W vs Rune,62.5%,33.8%,3.8%,1/3,2.06,21.6%,61.6%,28.9%,2.7%,1.87,18.2%,71.4%,45.0%,7.1%,2.34,26.7%
2023 Australian Open R64,L vs Rune,52.2%,41.7%,1.1%,0/1,1.25,13.5%,52.4%,30.3%,1.6%,1.29,19.0%,62.5%,66.7%,0.0%,1.20,6.3%
2022 Paris R32,L vs Djokovic,55.6%,13.3%,9.3%,4/1,1.25,0.0%,57.9%,13.6%,10.5%,1.18,0.0%,57.1%,12.5%,7.1%,1.40,0.0%
2022 Paris R64,W vs Schwartzman,76.8%,44.2%,1.8%,0/1,-,20.0%,85.7%,46.7%,2.9%,-,25.0%,86.7%,38.5%,0.0%,-,12.5%
2022 Astana R32,L vs Khachanov,44.1%,26.9%,3.4%,2/0,-,25.7%,45.0%,27.8%,2.5%,-,39.1%,50.0%,25.0%,6.3%,-,0.0%
2022 Tel Aviv QF,L vs Lestienne,53.3%,28.6%,5.7%,3/3,1.25,10.8%,53.2%,29.3%,6.5%,1.36,13.0%,83.3%,26.7%,5.6%,100.0%,7.1%
2022 Tel Aviv R16,W vs Korda,56.3%,52.8%,3.1%,1/1,-,26.7%,65.1%,53.6%,2.3%,-,44.4%,42.1%,50.0%,5.3%,-,0.0%
2022 Winston Salem R32,W vs Duckworth,65.0%,61.5%,0.0%,0/0,-,9.1%,53.8%,57.1%,0.0%,-,20.0%,75.8%,64.0%,0.0%,-,0.0%
2022 Winston Salem QF,L vs Mannarino,60.3%,34.2%,1.6%,1/0,-,4.0%,58.7%,40.7%,2.2%,-,5.6%,73.3%,18.2%,0.0%,-,0.0%
2022 Canada R64,W vs Karatsev,67.8%,60.0%,3.4%,1/1,-,4.2%,69.4%,64.0%,0.0%,-,7.1%,75.0%,53.3%,10.0%,-,0.0%
2022 Washington R16,L vs Rublev,55.3%,40.5%,3.9%,0/3,-,4.3%,52.5%,38.1%,5.0%,-,6.7%,65.6%,42.9%,3.1%,-,0.0%
2022 Newport F,W vs Bublik,55.8%,54.7%,12.6%,6/6,1.99,38.6%,50.8%,43.3%,13.6%,2.14,37.5%,79.3%,69.6%,13.8%,1.80,40.0%
2022 Newport SF,W vs Isner,56.4%,52.3%,1.3%,1/0,1.35,13.6%,50.0%,48.0%,2.0%,1.13,21.4%,82.6%,57.9%,0.0%,2.25,0.0%
Career (39 matches),,57.6%,42.4%,7.3%,51.0%,1.55,17.8%,55.1%,39.2%,7.1%,1.52,21.2%,71.2%,47.3%,9.0%,1.60,11.8%
