Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,12,3,9,25.0%,10-15,40.0%,110-124,47.0%,0-0,-,11,62.5%,30.5%,4.8%,3.9%,53.8%,63.7%,47.1%,56.0%,41.1%,48.6%,0.93,R16 (3x)
2025,28,10,18,35.7%,25-37,40.3%,278-316,46.8%,3-6,33.3%,28,68.4%,25.0%,4.2%,4.7%,55.5%,67.4%,46.9%,58.3%,38.9%,48.6%,0.93,SF (Florianopolis)
2024,27,11,16,40.7%,27-36,42.9%,298-321,48.1%,3-4,42.9%,27,67.7%,28.9%,4.7%,4.1%,56.6%,66.1%,46.5%,57.6%,41.0%,49.2%,0.97,F (Porto Alegre)
2023,17,3,14,17.6%,9-28,24.3%,140-205,40.6%,1-3,25.0%,17,59.0%,22.2%,3.8%,5.3%,59.4%,61.1%,42.9%,53.7%,36.7%,45.4%,0.79,QF (Murcia)
2022,49,18,31,36.7%,46-67,40.7%,511-572,47.2%,6-13,31.6%,48,68.0%,26.5%,4.7%,4.1%,56.4%,66.6%,48.0%,58.5%,38.9%,48.8%,0.94,SF (2x)
2021,10,6,4,60.0%,13-10,56.5%,112-113,49.8%,3-1,75.0%,10,71.4%,26.6%,6.3%,5.1%,56.8%,70.2%,45.9%,59.7%,39.3%,49.5%,0.98,QF (2x)
2019,4,2,2,50.0%,4-3,57.1%,32-30,51.6%,0-0,-,4,69.7%,27.3%,5.4%,3.1%,70.0%,64.1%,41.8%,57.4%,39.7%,49.2%,0.93,R16 (Blois)
2018,2,0,2,0.0%,1-3,25.0%,13-20,39.4%,0-0,-,2,47.4%,21.1%,2.1%,9.7%,55.2%,58.8%,38.5%,49.7%,36.8%,43.9%,0.73,R32 (2x)
2017,2,0,2,0.0%,1-4,20.0%,20-27,42.6%,0-1,0.0%,2,72.7%,16.7%,4.4%,2.9%,64.2%,58.0%,61.2%,59.1%,32.6%,45.7%,0.80,R32 (2x)
2016,7,1,6,14.3%,5-12,29.4%,67-91,42.4%,1-0,100.0%,7,61.0%,23.8%,4.1%,4.3%,60.0%,61.3%,45.9%,55.1%,37.3%,46.5%,0.83,R16 (Curitiba)
2014,1,0,1,0.0%,0-2,0.0%,5-12,29.4%,0-0,-,1,62.5%,0.0%,1.6%,3.3%,62.3%,57.9%,47.8%,54.1%,22.9%,40.4%,0.50,R32 (Porto Alegre)
2013,4,1,3,25.0%,1-6,14.3%,24-38,38.7%,0-0,-,4,57.6%,21.2%,4.4%,8.9%,62.7%,62.4%,36.9%,52.9%,34.6%,44.6%,0.73,R16 (Campinas)
2012,2,0,2,0.0%,0-4,0.0%,13-25,34.2%,0-0,-,2,63.2%,5.3%,4.1%,4.1%,61.2%,70.3%,40.4%,58.7%,22.4%,42.5%,0.54,R32 (2x)
2011,11,2,9,18.2%,6-19,24.0%,84-135,38.4%,2-1,66.7%,11,59.3%,17.9%,3.2%,5.8%,68.8%,61.2%,43.4%,55.6%,35.6%,45.7%,0.80,R16 (2x)
2010,1,0,1,0.0%,0-2,0.0%,8-13,38.1%,0-1,0.0%,1,70.0%,10.0%,4.5%,10.4%,68.7%,69.6%,33.3%,58.2%,28.8%,44.4%,0.69,R32 (Salvador)
2009,13,3,10,23.1%,10-22,31.3%,134-167,44.5%,1-5,16.7%,0,,,,,,,,,,,,QF (Blumenau)
2008,20,9,11,45.0%,18-25,41.9%,195-222,46.8%,4-3,57.1%,0,,,,,,,,,,,,QF (3x)
2007,1,0,1,0.0%,0-2,0.0%,8-12,40.0%,0-0,-,0,,,,,,,,,,,,R32 (Sao Paulo1)
Career,211,69,142,32.7%,176-297,37.2%,2052-2443,45.7%,24-38,38.7%,175,65.9%,25.2%,4.5%,4.6%,57.9%,65.2%,46.2%,57.2%,38.6%,48.0%,0.90,
