Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),367,131,438,1321,446,1239,372,1312,252,1347,,,,
2025,340,146,411,1350,422,1257,351,1337,244,1361,,,,
2024,303,171,421,1289,418,1230,388,1254,,,227,300,,
2023,445,98,401,1271,,,373,1253,,,,,,
2022,300,172,382,1326,395,1222,352,1312,,,,,,
2021,349,134,,,,,,,,,,,,
2020,568,51,,,,,,,,,492,85,,
2019,580,41,,,,,,,,,720,45,,
2018,583,5,,,,,,,,,499,33,,
2017,334,139,,,,,,,,,469,112,,
2016,438,92,,,,,,,,,374,168,,
2015,497,75,,,,,,,,,972,34,,
2014,486,75,,,,,,,,,352,177,,
2013,570,55,,,,,,,,,319,195,,
2012,444,81,,,,,,,,,435,132,,
2011,550,49,,,,,,,,,429,130,,
2010,306,147,,,,,,,,,682,54,,
2009,341,119,359,1352,361,1285,315,1350,,,485,102,,
2008,319,109,331,1391,338,1327,303,1362,,,509,91,,
2007,388,87,,,,,,,,,896,26,,
2006,1211,4,,,,,,,,,1116,12,,
2004,1463,1,,,,,,,,,1760,1,,
