Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2023 Roland Garros R64,L vs Alexandrova,3.4,3.5,3.4,42.1%,40.9%,14.3%,0.0%,49.6%,23.0%,-5.0,-8.9,1.5,3.3
2023 Roland Garros R128,W vs Hibino,4.1,3.6,4.7,49.2%,50.0%,56.3%,61.1%,49.2%,21.3%,9.0,5.8,9.0,6.3
2023 Linz R16,W vs Kalinina,4.2,4.5,3.9,59.7%,50.0%,50.0%,38.5%,40.0%,30.5%,3.5,4.9,3.5,3.7
2022 Angers R32,W vs Parry,3.4,4.1,2.6,52.9%,75.0%,57.1%,0.0%,49.3%,22.5%,16.0,27.1,9.0,17.0
2021 Luxembourg R32,L vs Hartono,3.9,4.3,3.6,57.3%,39.0%,52.0%,35.3%,43.1%,25.2%,-8.5,-6.2,2.0,1.3
2021 Stuttgart R16,L vs Sabalenka,3.3,3.5,3.2,49.3%,42.3%,40.0%,16.7%,54.5%,30.8%,2.5,3.5,-1.5,-3.7
2021 Stuttgart R32,W vs Eikeri,5.5,4.9,5.9,59.1%,60.0%,57.1%,83.3%,46.0%,10.1%,14.5,11.6,10.5,8.0
2020 US Open R64,L vs Kerber,5.6,5.7,5.4,42.6%,58.6%,40.0%,57.7%,49.7%,22.2%,6.0,4.1,1.0,0.8
2020 Lyon F,L vs Kenin,4.0,3.8,4.1,50.5%,50.0%,46.2%,35.7%,51.5%,19.5%,-9.0,-7.6,11.0,10.5
2019 Eastbourne R16,L vs Bertens,3.9,4.5,3.2,46.7%,41.9%,30.8%,50.0%,59.6%,42.9%,-8.5,-7.8,0.0,0.0
2019 Stuttgart R32,L vs Bertens,4.5,5.1,3.7,42.1%,38.5%,52.4%,35.3%,43.7%,18.9%,-10.0,-9.4,-3.5,-3.0
2019 Charleston R64,L vs Zidansek,3.9,3.5,4.3,42.5%,51.0%,36.8%,50.0%,53.5%,13.2%,-13.5,-11.5,-2.0,-2.1
2016 Nurnberg QF,L vs Beck,5.7,5.5,5.9,46.8%,51.0%,55.2%,46.2%,44.2%,14.0%,-3.0,-1.4,-1.0,-0.4
2016 Nurnberg R32,W vs Larsson,5.6,5.7,5.6,51.2%,55.8%,66.7%,56.3%,56.1%,25.6%,8.5,5.7,4.5,4.7
2016 Rome R32,L vs Williams,3.3,3.6,2.8,47.9%,19.2%,46.2%,33.3%,51.4%,18.8%,-10.5,-15.0,1.0,1.9
2016 Rome R64,W vs Schmiedlova,4.8,4.8,4.9,61.2%,48.1%,54.5%,54.5%,51.5%,11.4%,-3.0,-2.3,-0.5,-0.4
2016 Stuttgart R16,L vs Suarez Navarro,4.5,4.4,4.7,42.4%,39.5%,29.4%,60.0%,49.0%,13.2%,-6.5,-5.6,0.0,0.0
2016 Indian Wells R64,L vs Kasatkina,5.0,4.5,5.5,53.1%,35.5%,37.9%,53.3%,48.0%,10.1%,-4.0,-2.8,-7.5,-5.4
2016 Australian Open R32,W vs Vinci,5.2,5.0,5.5,47.3%,50.0%,60.0%,54.5%,38.8%,29.8%,4.0,2.8,3.5,2.1
2015 Luxembourg R16,L vs Voegele,4.4,4.6,4.2,45.1%,50.0%,41.2%,45.5%,38.4%,15.8%,3.0,3.2,-3.0,-2.3
Career (22 matches),,4.5,4.5,4.5,49.6%,47.5%,49.0%,50.9%,47.7%,20.2%,0.0,0.0,2.0,1.8
