Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),195,369,207,1557,214,1508,172,1525,174,1440,398,194,,
2025,154,472,142,1643,141,1599,146,1568,152,1484,578,118
2024,528,91,184,1551,187,1509,163,1520,,,240,328
2023,135,557,154,1600,144,1568,141,1548,150,1466,,
2022,120,530,128,1626,114,1607,131,1544,111,1508,,
2021,140,562,164,1553,162,1533,152,1518,130,1490,,
2020,111,680,90,1693,85,1662,86,1617,,,37,2276
2019,145,430,73,1775,80,1706,59,1705,63,1646,44,1622
2018,483,50,,,,,,,,,511,70
2017,507,60,,,,,,,,,454,110
2016,67,913,60,1773,61,1722,78,1653,45,1669,120,600
2015,95,668,95,1712,94,1661,107,1588,70,1615,245,253
2014,85,648,69,1757,60,1723,118,1582,126,1503,322,151
2013,122,526,96,1695,89,1660,132,1567,127,1509,249,261
2012,194,320,191,1515,189,1470,181,1466,,,338,161
2011,612,43,,,,,,,,,1235,3
